,Max_Index,Max_Value
Alpha_o_7DAYMADRS_corr,4885,0.46972425091547426
Alpha_s_7DAYMADRS_corr,3631,0.43677008636498293
Beta_o_7DAYMADRS_corr,9509,0.5461893896460075
Beta_s_7DAYMADRS_corr,907,0.429988972371231
Gamma_o_7DAYMADRS_corr,9247,0.6651935348893369
Gamma_s_7DAYMADRS_corr,899,0.28993112349278605
Theta_o_7DAYMADRS_corr,267,0.5226852789700464
Theta_s_7DAYMADRS_corr,3641,0.4632254861726782
