,Alpha_o_7DAYMADRS_corr,Alpha_s_7DAYMADRS_corr,Beta_o_7DAYMADRS_corr,Beta_s_7DAYMADRS_corr,Gamma_o_7DAYMADRS_corr,Gamma_s_7DAYMADRS_corr,Theta_o_7DAYMADRS_corr,Theta_s_7DAYMADRS_corr
26528,0.186614636,0.005020441,0.00776796,0.008505591,2.91E-05,5.08E-05,0.090799108,0.018887743
26529,0.101712077,0.015570477,0.007011832,0.019147214,0.005882772,0.001622133,0.0270276,0.005888872
26530,0.216411177,0.007847227,0.080277681,0.003929275,0.029677481,0.000825056,0.062894387,0.016857195
26531,0.117372475,0.005453818,0.013308498,0.002609639,0.00364141,0.001232535,0.040579885,0.023699768
26532,0.105513839,0.004047494,0.005003439,0.00245886,0.00560995,2.80E-06,0.045757414,0.03233286
26533,0.212729702,0.004545185,0.047483178,0.00407864,0.028884323,0.000300929,0.106785945,0.009729367
26534,0.058617309,0.00294851,0.000644412,0.00020578,0.000501672,0.004438684,0.005396275,0.025368527
26535,0.166373197,0.018895273,0.04268339,0.020953257,0.050882541,0.00494939,0.069031279,0.001338032
26536,0.084129104,0.001597035,0.002062429,0.004117895,0.011360539,0.019444876,0.011031746,0.075178019
26537,0.142501121,0.00296404,0.039677773,0.003210767,0.037318039,8.18E-06,0.057837416,0.021870945
26538,0.075430572,0.034770251,0.000316876,0.026692721,0.000424631,0.004592647,0.007250646,0.000433846
26539,0.154054609,0.035527437,0.041998326,0.023556299,0.004783523,0.002584679,0.036014607,0.000327505
26540,0.070239622,0.017344326,0.002836138,0.004533829,0.000441828,0.002560694,0.008176061,0.003249175
26541,0.057746597,0.056366219,0.02098556,0.029382233,0.021196408,0.004742559,0.002294355,0.001220739
26542,0.030135795,0.0060157,0.004273123,0.001834105,1.72E-05,0.003957167,0.00869089,0.007129459
26543,0.058190772,0.041058971,0.022295238,0.017555573,0.012507797,0.00064323,0.001977901,9.78E-07
26544,0.106072467,0.040141785,0.035133382,0.022581548,0.032106346,0.007428955,0.031817204,0.001612334
26545,0.039133674,0.000552429,0.0169311,0.001275051,0.00198696,0.009641284,5.24E-05,0.035070049
26546,0.072278321,0.016306174,0.016057068,0.005778981,0.010811632,2.12E-05,0.017203324,0.002987037
26547,0.064065674,0.004401755,0.013444823,0.000588153,0.030563857,0.002629955,0.000994736,0.005851519
26548,0.105139103,0.049508579,9.85E-06,0.041061836,0.000712111,0.010405436,0.024126227,0.00211229
26549,0.178967827,0.045180504,0.054403107,0.022064951,0.009737512,0.003591709,0.054494852,0.002167811
26550,0.12438391,0.022859679,0.013078789,0.007838422,0.002084023,0.000174013,0.033210743,0.000783499
26551,0.123279109,0.065181272,0.055067086,0.023057102,0.030626355,0.005150735,0.019526945,0.006361175
26552,0.086971613,0.010206334,0.004969884,0.002313253,0.003481147,0.001626494,0.002055487,0.002283439
26553,0.13236869,0.040656384,0.08089071,0.006596546,0.028335408,4.92E-05,0.02468191,8.14E-05
26554,0.129145305,0.056854457,0.033478688,0.03157737,0.03175339,0.011891886,0.045374331,0.009327522
26555,0.05183973,0.006429132,0.00920734,0.00110825,9.37E-05,0.001372757,0.000273761,0.00508971
26556,0.116667809,0.021017669,0.034208123,0.00725,0.022600964,6.51E-05,0.041469838,0.000202549
26557,0.123757207,0.007853381,0.045822843,0.001231797,0.045678313,0.000416987,0.018800975,0.00110793
26558,0.114038116,0.038833458,0.058692918,0.019433944,0.024883241,0.004407436,0.014466646,0.000168627
26559,0.033400974,0.004439533,1.23E-05,1.96E-06,1.12E-06,0.005797897,0.007165223,0.005865041
26560,0.106893908,0.017394739,0.083259886,0.00174918,0.025339673,0.002310829,0.01300306,0.002709979
26561,0.053343005,0.000100434,0.029548852,0.001196926,0.028406343,0.013396391,0.000899911,0.02227817
26562,0.051630594,0.004567562,0.01618768,0.0001157,0.018728251,0.001716899,0.000826126,0.004426887
26563,0.213580274,0.042917412,0.090502585,0.036997099,0.012809945,0.015602005,0.224265151,0.003538737
26564,0.165660844,0.055967471,0.092261649,0.050813421,0.052367385,0.032620971,0.125345979,0.0137052
26565,0.240382894,0.053191543,0.177379877,0.034972716,0.071067931,0.012373044,0.130810774,0.009742744
26566,0.155862347,0.046917934,0.079853896,0.041791717,0.041501815,0.019629028,0.1266725,0.001472514
26567,0.139400275,0.033316821,0.059911583,0.033154675,0.043075883,0.027180566,0.145753282,0.00210715
26568,0.23602321,0.033254744,0.145544808,0.02434959,0.084435879,0.0078196,0.210503148,0.002561473
26569,0.081318167,0.028947937,0.019303367,0.017551056,0.012214245,0.006936073,0.048324635,0.000281275
26570,0.226382926,0.04928516,0.139288048,0.051430259,0.140904155,0.036224602,0.164353199,0.014240595
26571,0.130539006,0.006315088,0.057457281,0.007030897,0.079925388,0.002071964,0.081223432,0.00489006
26572,0.181618114,0.030773068,0.111253732,0.035135508,0.100991755,0.022690365,0.133946997,0.000313154
26573,0.114143442,0.069605066,0.077413318,0.061435035,0.040114471,0.037728473,0.084157297,0.024969637
26574,0.151819343,0.096649172,0.128832992,0.062994136,0.039471113,0.023780361,0.077754637,0.038821269
26575,0.106944744,0.046048429,0.089896872,0.025298256,0.059864029,0.004855603,0.07033794,0.003350346
26576,0.076808928,0.099934968,0.089603885,0.061613793,0.096796903,0.031690659,0.022214129,0.035022533
26577,0.046130514,0.036351036,0.018541805,0.025629422,0.051552165,0.0051157,0.00719021,0.00343952
26578,0.082036122,0.086783127,0.094457416,0.052127013,0.083369826,0.019770919,0.023633552,0.022315893
26579,0.163824617,0.059961162,0.161954734,0.046432204,0.145076371,0.033662025,0.121866186,0.019173958
26580,0.07267462,0.010913882,0.020482627,0.006140857,0.043829267,0.001185533,0.027648946,0.000880072
26581,0.112375203,0.038744682,0.098680663,0.024871316,0.090470124,0.009704899,0.075535474,0.002125301
26582,0.088028965,0.024737504,0.074614624,0.018975524,0.132243693,0.005553723,0.029156404,0.002261105
26583,0.142150435,0.097195534,0.046534803,0.08449461,0.02672495,0.051150096,0.09990651,0.046447865
26584,0.201388957,0.096528114,0.1545409,0.052635194,0.05595362,0.021367705,0.120551925,0.034042492
26585,0.145692024,0.063109293,0.09719149,0.034678923,0.048562958,0.010345504,0.110560057,0.011204321
26586,0.165123476,0.105686621,0.110093535,0.067321144,0.083846279,0.038374335,0.061349565,0.050889167
26587,0.122309713,0.046094954,0.061150057,0.032252439,0.044894964,0.013940232,0.050929511,0.012581453
26588,0.167234526,0.088076246,0.157272843,0.045564358,0.095775742,0.019730987,0.086352781,0.022534863
26589,0.178608265,0.085578361,0.101126388,0.067918131,0.102933856,0.04763574,0.119660218,0.045571175
26590,0.099511136,0.02709977,0.040684869,0.019158021,0.043228841,0.009152886,0.043754211,0.005605429
26591,0.138022183,0.05448094,0.103921873,0.031693545,0.101071512,0.012197295,0.106101976,0.009520152
26592,0.169083974,0.031356224,0.119411594,0.025000708,0.131572857,0.014580746,0.082395734,0.009318173
26593,0.118801828,0.090664929,0.124640363,0.069154973,0.078715671,0.038674038,0.046771514,0.033471709
26594,0.042731482,0.035754122,0.018164865,0.030294106,0.015565696,0.010400427,0.005340763,0.004857134
26595,0.117669762,0.059670994,0.16638524,0.030829186,0.086006066,0.00818328,0.045941602,0.008883018
26596,0.062856872,0.022725177,0.099926364,0.013033566,0.112242282,0.00112204,0.001710472,0.000801402
26597,0.082567083,0.023703125,0.076611364,0.021065747,0.08186084,0.011227961,0.0307505,0.002614748
26598,0.107082182,0.021220939,0.00781996,0.023864726,0.002402375,0.013496137,0.059811322,0.000589996
26599,0.188479091,0.027552726,0.070947607,0.017815254,0.018671071,0.004171688,0.088821579,0.000905334
26600,0.108497044,0.009121503,0.026550349,0.002080517,0.005977155,0.000132609,0.062041131,0.007255466
26601,0.138755896,0.029784531,0.092887035,0.01814218,0.063005504,0.007801906,0.067487631,3.01E-07
26602,0.094499724,0.000566037,0.051250416,0.000326295,0.040818818,0.003653034,0.036762942,0.023073791
26603,0.153671363,0.01457436,0.123105473,0.004299383,0.049844442,0.001595068,0.072929599,0.006196939
26604,0.146839883,0.021853882,0.044197827,0.018202567,0.043729638,0.009976216,0.086221008,0.000150242
26605,0.063489366,9.96E-06,9.63E-05,0.001492127,0.004242877,0.006374226,0.008049994,0.023566592
26606,0.110102153,0.007282408,0.046938002,0.001500144,0.043906322,0.000435776,0.072908241,0.007971397
26607,0.141885834,2.58E-05,0.114410141,0.000883976,0.150031734,0.004598086,0.073589834,0.023967063
26608,0.09427857,0.048018765,0.063157769,0.02817693,0.033419001,0.011298563,0.035319176,0.005394527
26609,0.022132724,0.011476726,0.001510004,0.001474234,0.000173577,0.000501033,8.42E-06,0.001515469
26610,0.096176098,0.023462979,0.089764957,0.005605749,0.030440933,5.41E-05,0.026563184,1.66E-06
26611,0.03494431,0.010993706,0.030416251,0.002207457,0.059877064,0.002163308,3.09E-05,0.000580231
26612,0.04919235,0.006506571,0.023169674,7.78E-05,0.038060326,0.001295714,0.0111757,0.003182723
26613,0.142720081,0.050720988,0.074700563,0.033705065,0.033156722,0.019249954,0.065752687,0.008996554
26614,0.053679368,0.022177795,0.000296017,0.015406731,0.001008473,0.002518077,0.002920469,0.002533608
26615,0.133514917,0.028721276,0.103204965,0.008148792,0.040972228,0.000831735,0.060198146,0.00057362
26616,0.101041788,0.015818569,0.083462136,0.002916584,0.064068641,2.13E-05,0.017505744,0.000151937
26617,0.070004889,0.019635931,0.02719015,0.0079278,0.043217433,0.000877767,0.016259995,0.00320456
26618,0.037007278,0.011881022,0.028200074,0.003481282,0.016692208,1.28E-05,0.000579744,0.000480473
26619,0.163731604,0.024878836,0.094792703,0.025382357,0.022550725,0.01761991,0.165003694,0.000307159
26620,0.142239495,0.033366965,0.075135762,0.047470112,0.048133828,0.038621844,0.116474484,0.007306111
26621,0.151517474,0.043979737,0.138328341,0.03207801,0.064875874,0.017049091,0.096508854,0.009170521
26622,0.11344695,0.027264956,0.049040141,0.035975322,0.032781151,0.021001009,0.097805869,5.24E-05
26623,0.104069951,0.027755943,0.061842809,0.029468702,0.060906906,0.033678466,0.093984076,0.003380383
26624,0.162254606,0.023373709,0.117150257,0.017291129,0.092070281,0.010816059,0.154663113,0.001624393
26625,0.046995244,0.02620188,0.014047526,0.015487952,0.015555437,0.010784274,0.024030256,0.001095467
26626,0.162473202,0.039702688,0.102480595,0.050747544,0.125864483,0.042089964,0.130809125,0.014562886
26627,0.081818067,0.006554834,0.043525006,0.007718334,0.068459329,0.005832897,0.046501631,0.001060527
26628,0.109908073,0.025730029,0.061969094,0.033271404,0.078668887,0.024751138,0.088656683,0.000840127
26629,0.127612838,0.047603004,0.093888914,0.056288484,0.058431267,0.048906486,0.096036833,0.018530561
26630,0.103463913,0.085641264,0.095688448,0.062858457,0.038192448,0.034177147,0.059765747,0.037025688
26631,0.091212394,0.029655369,0.077601243,0.021103905,0.066700435,0.0085547,0.068503738,0.000883283
26632,0.056146262,0.09005028,0.063890273,0.072790759,0.081319782,0.046705228,0.023871976,0.036253892
26633,0.04091216,0.024124349,0.022341482,0.023959489,0.046293097,0.009881541,0.012167739,0.001614704
26634,0.041352816,0.082823612,0.043099226,0.064510334,0.047703115,0.033728952,0.011899823,0.025661183
26635,0.141653101,0.047588031,0.146564769,0.042796764,0.146405651,0.045153858,0.110244432,0.018361345
26636,0.046622897,0.014258709,0.027760896,0.008058663,0.05228762,0.006843446,0.022045391,2.47E-06
26637,0.081760235,0.029195152,0.074065361,0.021751762,0.081824557,0.014967266,0.063146882,0.001226362
26638,0.059068233,0.022272724,0.061284346,0.019418405,0.106727174,0.011023973,0.024261821,0.003238236
26639,0.111139891,0.082678129,0.04918968,0.082799685,0.038528054,0.062253613,0.079973732,0.049089245
26640,0.101954854,0.108117168,0.109528419,0.059015114,0.05053528,0.033500316,0.072406983,0.049317142
26641,0.107373011,0.047832806,0.086609607,0.029852322,0.061708592,0.013961587,0.084784861,0.00944861
26642,0.088597269,0.105247481,0.081348892,0.076286557,0.078002504,0.053882984,0.041430832,0.060073
26643,0.070870818,0.038000066,0.042307252,0.034178584,0.045419315,0.020613018,0.028873284,0.013574676
26644,0.077675772,0.091811311,0.097041674,0.053927821,0.075590285,0.031116334,0.042008354,0.033046919
26645,0.122128555,0.083716914,0.093684632,0.06683753,0.131046154,0.054368856,0.087409541,0.056566563
26646,0.058322136,0.029448811,0.037104165,0.020082327,0.062231705,0.014523896,0.028023955,0.009081927
26647,0.095497899,0.046617602,0.080723643,0.028836155,0.099524004,0.017734778,0.075552695,0.011642083
26648,0.09773082,0.030730134,0.081525963,0.027316771,0.11658801,0.022209766,0.049516463,0.013293915
26649,0.099510458,0.079811513,0.12331711,0.075231453,0.085370204,0.059664412,0.045370559,0.038158484
26650,0.041313016,0.022949287,0.031159587,0.02462538,0.030502119,0.016693847,0.01037928,0.003547228
26651,0.07697511,0.052117391,0.123739121,0.032774215,0.076984163,0.017359172,0.028015203,0.011904286
26652,0.031645148,0.021453935,0.070632236,0.018119319,0.093915613,0.00816322,0.00029572,0.002141724
26653,0.060131856,0.01768231,0.068013329,0.017739427,0.088225668,0.017822184,0.026838171,0.002628023
26654,0.113841547,0.005147514,0.014571983,0.01428506,0.006461554,0.014607039,0.067775898,0.006864754
26655,0.141033681,0.018035017,0.053633905,0.014945636,0.019916848,0.00654549,0.06950077,0.000985935
26656,0.106487454,0.000120554,0.026874624,1.60E-05,0.010304731,0.000281247,0.069044033,0.024892962
26657,0.118527901,0.016816571,0.081539357,0.014595655,0.065670136,0.011239046,0.068088511,0.000169291
26658,0.082579447,0.002436294,0.032826371,0.002337782,0.033869669,0.003440678,0.035876663,0.040462298
26659,0.102796486,0.007449363,0.069235597,0.003118337,0.039565708,0.002164415,0.053795223,0.006644564
26660,0.121469004,0.01338638,0.045316122,0.013416311,0.056949124,0.013808096,0.069782859,0.000358242
26661,0.032931141,5.22E-05,1.03E-05,0.002734163,0.008236881,0.003007057,0.001758205,0.018450239
26662,0.08788614,0.001967746,0.038410668,0.000144031,0.04954015,0.000111147,0.057023324,0.00892601
26663,0.100793202,0.000711215,0.069312873,0.001226956,0.11731631,0.001851298,0.052004813,0.020146418
26664,0.090182338,0.03469616,0.060943512,0.029612712,0.038592437,0.021651995,0.042692667,0.004320412
26665,0.024615323,0.003023622,3.17E-05,0.000131823,0.001025195,0.000163144,0.001387383,0.005538594
26666,0.070769768,0.01542219,0.053180568,0.006415316,0.025635697,0.001453811,0.02120525,3.19E-05
26667,0.016105772,0.009150583,0.015653012,0.003263614,0.052242277,0.000159989,0.000316047,0.000474069
26668,0.031839416,0.005345607,0.015218797,0.000180501,0.036405892,8.32E-05,0.00801717,0.001796855
26669,0.083468108,0.06123321,0.050054201,0.045647003,0.02832884,0.03547177,0.041103761,0.022321881
26670,0.024352275,0.020262257,0.001911869,0.017746453,0.001148554,0.005713699,1.05E-05,0.004626904
26671,0.068506078,0.035735579,0.060825432,0.012052989,0.032723581,0.004049339,0.02681571,0.005115716
26672,0.037843419,0.020927992,0.04405204,0.005317255,0.055081289,0.000733069,0.003230869,0.002514609
26673,0.031852013,0.025561625,0.009441603,0.012665568,0.039751371,0.004962707,0.003746587,0.010548714
26674,0.016052099,0.01312263,0.022800888,0.003111532,0.021629139,0.0011574,0.000279164,0.000110311
26675,0.114699511,0.028256107,0.050814249,0.057720994,0.034200695,0.061152379,0.119527762,0.004985955
26676,0.138848858,0.053265032,0.124853835,0.045527985,0.063056103,0.02672263,0.120529472,0.018888276
26677,0.106885212,0.013703368,0.069406158,0.014836541,0.054726516,0.007970445,0.115005425,0.001663042
26678,0.134254825,0.043625531,0.150732196,0.052308628,0.140220942,0.04684933,0.114517696,0.015011805
26679,0.092966435,0.003125555,0.076918851,0.007836289,0.092745297,0.007629996,0.077312992,0.003640729
26680,0.120036509,0.030276123,0.144288539,0.029500967,0.131181394,0.020767947,0.105664508,0.000903378
26681,0.137749704,0.027917299,0.081756485,0.049504376,0.104433779,0.053752419,0.128646435,0.010483482
26682,0.083585282,4.03E-05,0.054410663,0.000162352,0.066717476,0.002801645,0.057130373,0.005980983
26683,0.095059545,0.013488301,0.07371699,0.014014827,0.109915193,0.007251031,0.101509562,0.00057737
26684,0.120132475,0.001911141,0.117140669,0.007695139,0.169183723,0.009806901,0.095203823,0.001363171
26685,0.100421874,0.06060399,0.128886611,0.068811746,0.1075807,0.055957418,0.085752063,0.02817743
26686,0.037294563,0.011380167,0.017106656,0.01373438,0.036759338,0.008667059,0.026773436,0.000144007
26687,0.078185532,0.037562289,0.119030388,0.029795531,0.096032533,0.014825808,0.050890657,0.006570741
26688,0.02274382,0.027407841,0.063850204,0.024204775,0.134595742,0.008546703,0.002221782,0.005433553
26689,0.056708406,0.007398311,0.0539408,0.008823868,0.096664464,0.008911098,0.042515964,0.000126774
26690,0.116355697,0.08580707,0.122570615,0.081302554,0.097275067,0.066216519,0.091608752,0.052510329
26691,0.053620745,0.034984765,0.029420402,0.043692965,0.047991119,0.026827571,0.029858561,0.017507411
26692,0.096845695,0.056839351,0.150934767,0.034287799,0.124429529,0.016616414,0.075923131,0.017839762
26693,0.071828171,0.037899531,0.131692908,0.026607866,0.15345479,0.016075367,0.032925537,0.016470841
26694,0.066840961,0.02931295,0.065764577,0.029978118,0.125613407,0.020738218,0.043926542,0.017523365
26695,0.025174486,0.029318012,0.079028631,0.022272543,0.085061425,0.015809418,0.005481622,0.005823534
26696,0.08968429,0.017674147,0.049709052,0.02725698,0.024815507,0.030706167,0.055590323,0.001396692
26697,0.044864826,0.000344381,0.006182707,0.000218332,0.004867321,1.85E-05,0.010782197,0.015326222
26698,0.075261823,0.006610013,0.057694938,0.002611033,0.037537237,0.000662506,0.043135193,0.001986015
26699,0.063235856,0.00010126,0.082412837,1.79E-05,0.097676416,0.000461088,0.027750408,0.009784447
26700,0.055704238,7.16E-05,0.028270687,0.000540204,0.058888313,0.000459365,0.01636883,0.004887957
26701,0.022337222,0.003845879,0.01763625,0.001425524,0.02356288,0.000213565,0.004610981,0.00261112
26702,0.056649438,0.01120112,0.050185443,0.009319672,0.037479181,0.006463655,0.01550643,0.002262654
26703,0.141433393,0.010366185,0.027285583,0.01503611,0.012320167,0.008446439,0.121576905,0.003517516
26704,0.091870678,0.020814796,0.022970965,0.032981521,0.041974825,0.026328237,0.055423129,1.55E-05
26705,0.126399927,0.030295467,0.08159886,0.015334501,0.080827918,0.00397674,0.033114233,4.92E-05
26706,0.116296565,0.011323152,0.022711441,0.017176608,0.038774852,0.0086978,0.07723458,0.011014343
26707,0.079105255,0.009853043,0.006688399,0.014431114,0.04017396,0.019327758,0.060090791,0.003593711
26708,0.163013828,0.011230978,0.073411786,0.009039667,0.094602324,0.003030392,0.119995859,0.000964304
26709,0.041731576,0.010162502,7.38E-05,0.004754391,0.01277187,0.001451615,0.005432267,0.004981023
26710,0.142697226,0.029815367,0.065783085,0.037410414,0.15103629,0.028872654,0.097099913,0.002955666
26711,0.072303288,1.27E-07,0.004300751,0.000561554,0.062002426,3.32E-05,0.017429379,0.027746337
26712,0.121929756,0.011304397,0.046189867,0.017267044,0.10634606,0.012272649,0.073744567,0.00568049
26713,0.106230023,0.034737032,0.048781937,0.034665511,0.061558136,0.030599876,0.062082126,0.004737465
26714,0.118758767,0.067682057,0.096913747,0.036934981,0.054464921,0.015320606,0.038927897,0.016593965
26715,0.101457437,0.017378052,0.058812236,0.006468294,0.088606489,0.000435805,0.053428541,0.00211484
26716,0.0485201,0.074557772,0.045076198,0.048573037,0.102155492,0.029847203,0.000598901,0.018886638
26717,0.044853282,0.00730603,0.005566787,0.007529326,0.047019559,0.001844247,2.47E-07,0.002582415
26718,0.069576923,0.059180894,0.067703509,0.030350064,0.106578395,0.01240141,0.003390175,0.007352891
26719,0.140324632,0.040510496,0.130035352,0.026491853,0.174975014,0.028016864,0.083010422,0.008730842
26720,0.059317096,0.000389865,0.007251617,0.000303432,0.053373595,0.000123946,0.013022067,0.023458007
26721,0.087858754,0.022144158,0.073305546,0.00823642,0.120376007,0.003383865,0.045263742,0.000411439
26722,0.088393069,0.005614568,0.058830191,0.004039829,0.133524406,0.001743261,0.009590672,0.000729866
26723,0.125652314,0.042133348,0.020144491,0.05255626,0.024423928,0.047904189,0.079958872,0.009281
26724,0.155277067,0.063275928,0.103601239,0.030176778,0.050611273,0.016870897,0.060730384,0.016004738
26725,0.148820392,0.018989806,0.057977756,0.012351196,0.054364553,0.004847674,0.087808897,2.02E-05
26726,0.097281913,0.070594404,0.067764785,0.04097226,0.085463998,0.03215719,0.022865749,0.021971305
26727,0.083295344,0.011606658,0.013598055,0.012591058,0.033803646,0.008006768,0.011398584,2.16E-07
26728,0.139744275,0.052759334,0.123348669,0.018728908,0.115643711,0.010411579,0.049283046,0.003900347
26729,0.167573003,0.045532041,0.080712024,0.040579612,0.120932354,0.04478506,0.090767244,0.019958656
26730,0.072564944,0.004597466,0.002747078,0.004162686,0.035931055,0.004996521,0.005115563,0.000175915
26731,0.127012419,0.023477079,0.074362567,0.012651246,0.121019713,0.006659858,0.068103358,0.0006818
26732,0.15691627,0.006083972,0.090121116,0.005638654,0.148783055,0.007316814,0.048530231,2.03E-06
26733,0.113009984,0.055816979,0.118983253,0.038516502,0.102385021,0.031627342,0.038711339,0.009014927
26734,0.056740226,0.004482569,0.016096341,0.004514792,0.026877726,0.002493129,0.00504725,0.004039155
26735,0.130582576,0.025232102,0.182016919,0.005344677,0.130093816,0.000876463,0.041139661,2.41E-05
26736,0.062827674,0.001616509,0.09036021,0.000109372,0.124334751,0.000326928,5.45E-05,0.007740888
26737,0.103119228,0.001360815,0.088380361,0.00098371,0.11818401,0.002345649,0.027615667,0.003749959
26738,0.068028849,1.09E-05,0.000494323,0.003885873,0.003514189,0.005237736,0.022020846,0.041301287
26739,0.13674339,0.002607044,0.030822362,0.002507981,0.02471168,0.000192255,0.030305804,0.00775772
26740,0.087599347,0.002390244,0.001287889,0.003343652,0.007462148,0.007077056,0.025513849,0.062622022
26741,0.07465622,0.003805219,0.048819251,0.001676862,0.074330265,0.001052667,0.015837908,0.019070619
26742,0.055645457,0.01642901,0.003355259,0.021729989,0.028308282,0.02121855,0.002948648,0.102383962
26743,0.101947381,2.27E-05,0.061640711,0.003508342,0.058504244,0.002594562,0.025706903,0.052712489
26744,0.097680924,0.003505463,0.010124151,0.004617073,0.041894159,0.006548438,0.04018154,0.008659068
26745,0.026398735,0.009564287,0.058142618,0.019260265,0.000152036,0.016179432,0.016601121,0.062877568
26746,0.084820709,0.000407073,0.013261217,0.002255153,0.047064381,0.005855304,0.035693883,0.043469528
26747,0.095087339,0.011035002,0.037560622,0.014838926,0.118497219,0.014704177,0.020906584,0.065425079
26748,0.084757944,0.014968628,0.042548256,0.006800359,0.0459658,0.006380966,0.015939701,0.001422063
26749,0.020612952,0.000970426,0.013096234,0.008658412,3.00E-05,0.00732313,0.006422805,0.040400953
26750,0.086947119,0.003131835,0.057526691,0.000676998,0.044579412,0.003370982,0.012891334,0.014809955
26751,0.02220656,4.20E-07,0.010321511,0.003718773,0.052303007,0.009635165,0.013575516,0.018819698
26752,0.035594558,0.000188935,0.003213993,0.008746881,0.030773699,0.004591691,0.000820519,0.029177474
26753,0.092405958,0.022574776,0.031583204,0.014893024,0.023395067,0.017664967,0.020952562,0.000282499
26754,0.020348644,0.001517869,0.053058926,0.003397068,0.002308591,0.000736527,0.021412331,0.002423339
26755,0.086197181,0.010531709,0.048583399,0.000165621,0.033950993,0.000126234,0.013952737,0.002226157
26756,0.039824038,0.000861206,0.025467404,0.003877798,0.046262334,0.00511845,0.002401154,0.007416628
26757,0.034390967,0.003524173,6.61E-06,0.000637503,0.019274005,0.000823782,0.00113148,7.65E-05
26758,0.022674318,2.22E-06,0.016545864,0.010076138,0.021223191,0.006916584,0.003657978,0.017921581
26759,0.079677488,0.033470386,0.010988595,0.055318556,0.025690314,0.060559828,0.071934831,0.005280624
26760,0.115410386,0.049510881,0.087834235,0.031409865,0.0656057,0.016883313,0.050898789,0.015240817
26761,0.098465941,0.015970904,0.031572228,0.012611752,0.045420166,0.006334484,0.090819209,0.001863334
26762,0.077218072,0.059821965,0.078435175,0.051457781,0.140883146,0.039746697,0.03473795,0.022083238
26763,0.067553735,0.006778187,0.033449368,0.008197338,0.098247164,0.006012839,0.029591423,0.001964633
26764,0.116125793,0.037240551,0.127555729,0.019866277,0.157619563,0.012764884,0.077795551,0.000191465
26765,0.128024836,0.032688321,0.041994195,0.048829052,0.094400168,0.054779268,0.09979848,0.010933818
26766,0.049099032,0.001423655,0.000735214,0.001238337,0.036652265,0.002183914,0.007186405,0.004247529
26767,0.104202767,0.014492352,0.048011648,0.012010899,0.107829455,0.005249724,0.098460612,0.001510078
26768,0.11179095,0.003694423,0.084256991,0.007228765,0.206130666,0.006144784,0.06348055,0.001566686
26769,0.06861286,0.073341249,0.106855098,0.05161662,0.140020206,0.039090851,0.030659109,0.032727639
26770,0.023322233,0.015948014,0.002732199,0.009903397,0.035544052,0.005520527,0.00260629,1.82E-06
26771,0.077084965,0.044353278,0.133254148,0.016863597,0.146092021,0.005062718,0.0308852,0.005402784
26772,0.031100484,0.019963623,0.075687323,0.008123092,0.182921834,0.001650405,0.000359106,0.002166587
26773,0.055132245,0.009127409,0.043270467,0.004552116,0.124567364,0.004258812,0.024609169,0.00024078
26774,0.107746606,0.072292802,0.087874492,0.063057263,0.086863172,0.059988177,0.054879879,0.038533128
26775,0.03857877,0.031437707,0.000808366,0.039771931,0.029190469,0.028152406,0.000624707,0.017303069
26776,0.113691653,0.04638465,0.134562721,0.020732046,0.126523743,0.009214903,0.062814897,0.008673569
26777,0.070242753,0.028619361,0.10001497,0.013475946,0.152107256,0.008295399,0.010260616,0.008889447
26778,0.065705271,0.023912951,0.029037007,0.027370116,0.106802459,0.024782754,0.012967978,0.015694473
26779,0.031347527,0.022181314,0.06997346,0.010644888,0.089560902,0.007912103,0.00062529,0.002798874
26780,0.060713368,0.017094455,0.015071312,0.025259785,0.025941731,0.022092817,0.022395147,1.88E-05
26781,0.017762279,0.000166577,0.019583157,0.0008331,0.000510706,7.62E-05,0.006469524,0.009536365
26782,0.071099926,0.005731336,0.032546317,0.00121599,0.039001866,1.33E-05,0.025229305,0.007542435
26783,0.0412499,0.000140702,0.033434386,8.03E-05,0.102571346,0.002720718,0.003341644,0.014716609
26784,0.038280125,7.12E-05,0.000884977,1.96E-07,0.050152149,0.000930002,2.96E-05,0.005029324
26785,0.017736087,0.002759823,0.008732794,1.68E-06,0.037105995,0.001228061,3.20E-05,0.00595924
26786,0.040747527,0.006852967,0.017421023,0.004225541,0.027938759,0.002743367,0.00127023,0.000125122
26787,0.064952578,0.018166846,0.009774234,0.044582459,0.022260303,0.060630472,0.069414243,0.000682035
26788,0.076177583,0.039155179,0.051224488,0.033235573,0.045984058,0.02587423,0.039118774,0.015079387
26789,0.064838191,0.006749654,0.018577346,0.008283103,0.03713622,0.00604048,0.06017488,0.006244966
26790,0.052680845,0.043373355,0.05423479,0.050021057,0.09696953,0.053919777,0.034773556,0.015784321
26791,0.041318779,0.002012389,0.016956357,0.006736717,0.053724409,0.010154517,0.021624296,0.006742109
26792,0.068655831,0.025358389,0.067636085,0.021019226,0.104579383,0.017954959,0.045303031,0.000111744
26793,0.082753595,0.026951321,0.035949723,0.039692532,0.080224591,0.057996355,0.076745939,0.008861657
26794,0.020618905,0.001849001,0.000225335,0.001466625,0.025243756,0.006185147,0.001388244,0.002914938
26795,0.063667792,0.009064192,0.032099995,0.00773291,0.085665523,0.00607253,0.059931996,0.002615006
26796,0.066872631,0.002109911,0.049196209,0.006637866,0.135207934,0.011404434,0.043526465,0.002633473
26797,0.052111539,0.065712293,0.082574561,0.056566181,0.109478233,0.061274555,0.035719217,0.031914838
