,Alpha_o_7DAYMADRS_corr,Alpha_s_7DAYMADRS_corr,Beta_o_7DAYMADRS_corr,Beta_s_7DAYMADRS_corr,Gamma_o_7DAYMADRS_corr,Gamma_s_7DAYMADRS_corr,Theta_o_7DAYMADRS_corr,Theta_s_7DAYMADRS_corr
9055,0.014337811,0.020916243,0.001457636,0.017982776,0.013769308,0.026141291,0.009068223,0.002750527
9056,0.000810478,0.100513062,0.002000165,0.106888645,0.003544359,0.101431277,0.025580104,0.06543541
9057,0.010044093,0.006965417,0.005189897,0.001324841,0.022843981,0.006535061,0.003759481,0.000767769
9058,0.000789133,0.082699173,0.018362288,0.097480284,0.004522708,0.077097558,1.63E-05,0.042817658
9059,0.214026587,0.103748795,0.071025222,0.069269701,0.002656301,0.043161799,0.260542702,0.05790346
9060,0.119428763,0.114708098,0.081554853,0.099315281,0.059499149,0.081211039,0.141409705,0.097549346
9061,0.073448936,0.146048467,0.15131122,0.10094614,0.037548702,0.055527953,0.109474996,0.092197397
9062,0.0631772,0.125576292,0.062956409,0.107889798,0.040435774,0.063684724,0.077635755,0.091832258
9063,0.115943763,0.079262231,0.122844485,0.079306901,0.084457279,0.095008929,0.139491053,0.06561187
9064,0.126703237,0.099833723,0.09523669,0.053799866,0.032981131,0.037135219,0.229100692,0.05810183
9065,0.009854562,0.064488175,0.001323886,0.041716874,0.000337395,0.040526992,0.012272271,0.031608521
9066,0.073752733,0.147868418,0.088102725,0.123190247,0.087018357,0.123568634,0.121268766,0.126677917
9067,0.04342092,0.024514618,0.024399847,0.021386713,0.036345189,0.039179143,0.033351784,0.020959088
9068,0.02675976,0.127562239,0.0425631,0.111047871,0.040624813,0.096279905,0.05091909,0.086692646
9069,0.143077067,0.048594189,0.164928487,0.066149869,0.106838718,0.061218304,0.117491454,0.045406125
9070,0.033499356,0.144491738,0.023377389,0.139357062,0.000866325,0.07351701,0.008012535,0.092486376
9071,0.075591925,0.034920496,0.104550721,0.027715409,0.068194222,0.010022212,0.046510786,0.011934567
9072,0.014666049,0.077457958,0.081058146,0.083305075,0.131497148,0.066646615,0.026686335,0.020871095
9073,0.013928905,0.002498422,0.034871593,0.003586914,0.06910823,0.005862911,0.010007978,0.002210563
9074,0.049152382,0.070087776,0.091075373,0.083042786,0.111309238,0.039685983,0.039556617,0.009573955
9075,0.117794482,0.073152212,0.203225926,0.096920512,0.169982822,0.105019734,0.120143712,0.05876391
9076,0.00015807,0.016284559,0.00289589,0.010664894,0.008905919,0.0187742,0.008959583,0.008979081
9077,0.034763801,0.040248514,0.05882853,0.04356959,0.044862472,0.036856898,0.026733624,0.013755413
9078,0.044593009,0.002216625,0.080529856,0.009685278,0.131012111,0.01940371,0.03861267,0.000602312
9079,0.19545349,0.008745688,0.00238019,0.005407368,0.009187565,0.005128674,0.181632669,0.005567024
9080,0.106451004,0.005877605,0.014710562,0.014641966,0.001322237,0.024818083,0.102308288,0.000639557
9081,0.257207533,0.024177636,0.121093637,0.017326579,0.018479285,0.009954839,0.173702839,0.00087273
9082,0.137049077,0.00230016,0.042618525,9.72E-05,0.004146819,0.001199329,0.102877855,0.005464461
9083,0.141280093,0.000980716,2.47E-06,8.99E-05,0.003932178,0.012270054,0.157290911,0.03064075
9084,0.19252661,0.009925501,0.008323981,0.00540578,8.20E-05,0.005827346,0.203571646,0.000147923
9085,0.029575198,3.44E-05,0.026148244,0.000542616,0.032775108,2.04E-05,0.012751582,0.024079132
9086,0.135441357,0.020521799,0.031223193,0.040887068,0.023108189,0.059262227,0.155172623,0.005999988
9087,0.085233317,0.027843265,0.000588505,0.026838342,0.000811425,0.008071403,0.052022588,0.081479355
9088,0.090156954,0.006623304,0.033838582,0.006559896,0.010651794,0.020593589,0.079307799,0.00026233
9089,0.019323177,0.023406965,0.001120813,0.008303737,0.000795115,0.009945501,0.016264668,0.0062186
9090,0.070711805,0.057825357,1.64E-05,0.054152882,0.010895286,0.022466951,0.024815116,0.018145392
9091,0.034844369,0.006906003,0.005082749,0.000284498,0.008644175,0.000919826,0.009550265,0.000190968
9092,0.000274668,0.038020477,0.016937019,0.030148253,0.030753408,0.020035969,0.01366046,0.002843728
9093,0.006153753,0.001285953,0.00197768,0.003595522,2.74E-05,0.002652751,0.027155212,0.000668202
9094,0.005816567,0.03760623,0.005279962,0.031023429,6.90E-05,0.017892045,0.002728525,0.003386894
9095,0.037729546,0.036772046,0.008351472,0.02516375,0.004175464,0.038896908,0.046985428,0.015683968
9096,0.016586952,0.005975822,0.005859394,0.041095748,0.00956309,0.019236563,0.001234703,0.033129084
9097,0.015723911,0.010477638,0.001990688,0.004702485,0.022506892,0.007029275,0.006123778,2.04E-08
9098,0.000618218,0.000647009,0.000928462,0.000324685,0.011217418,0.000401033,0.000318012,0.001231111
9099,0.117090112,0.058737953,0.038154142,0.053507233,0.006985817,0.035063276,0.108887657,0.032150663
9100,0.171398232,0.074765602,0.093492433,0.049921517,0.003245492,0.027161261,0.134764328,0.02818223
9101,0.104949201,0.024166564,0.076038587,0.006841902,0.001776203,0.003277548,0.070506152,0.007206461
9102,0.088942868,0.094592505,0.138503792,0.059581969,0.05655949,0.046298355,0.108289431,0.038641408
9103,0.00611011,0.027022116,0.006409154,0.00930979,0.006579934,0.004775605,0.001025102,0.011337139
9104,0.15895667,0.056439709,0.239259602,0.030111116,0.031751771,0.029312336,0.128977622,0.016067257
9105,0.084954438,0.096743013,0.07786514,0.06208834,0.047382826,0.055594243,0.085829935,0.083005103
9106,0.004843964,0.00511052,0.021399267,8.97E-07,0.002416929,9.41E-05,0.004975696,0.00116269
9107,0.051221182,0.038040198,0.039439825,0.016691508,0.00267928,0.015942527,0.033338517,0.018934355
9108,0.011817009,0.033281302,0.023670316,0.015936602,0.034063488,0.02217959,0.012202912,0.015856054
9109,0.038674077,0.058384107,0.033134524,0.068032206,0.021405225,0.038751461,0.024878873,0.012605499
9110,0.003358374,0.005996431,0.006292209,0.000846602,0.001205519,0.000466491,0.041633804,0.000106828
9111,0.058710638,0.020337051,0.051232438,0.020118274,0.005748088,0.006985892,0.018869156,5.99E-05
9112,1.92E-05,0.000278923,0.003835835,0.000474617,0.047549532,0.001485121,0.00093334,0.01828384
9113,0.006407368,0.015382877,0.006008707,0.005584701,0.00164761,0.006892926,0.023654981,0.005198593
9114,0.00351238,0.001198572,0.036694701,6.74E-05,0.022131811,7.27E-05,0.001286757,0.050025382
9115,0.011645574,0.039632059,0.131274532,0.026715686,0.155217078,0.006504399,0.052401421,0.001867986
9116,0.0066407,0.012628482,0.044906223,0.013970487,0.056859292,0.013661659,0.001536184,0.00422337
9117,0.001071954,0.029375548,0.062412723,0.041142235,0.048193192,0.044139563,0.003594004,0.002296953
9118,0.000139456,0.042991444,0.051329901,0.031037361,0.039194624,0.014116511,0.003549655,0.004470039
9119,0.023664717,0.017140573,0.024992165,0.02054523,0.019544476,0.021706392,0.001513401,0.000881046
9120,7.98E-05,0.051692452,0.074935459,0.02968836,0.061380907,0.012872466,0.020893358,0.015883736
9121,0.029541623,0.006034873,0.019088105,0.00610411,0.028271641,0.009349578,0.018429416,0.006293374
9122,0.004374609,0.049820193,0.071525057,0.045482491,0.032300646,0.062260692,0.000165241,0.017086696
9123,0.069343973,0.057580056,0.00037015,0.035874843,0.001291931,0.029663263,0.023177088,0.01480651
9124,0.044915669,0.02949783,0.009645988,0.020802741,0.016015728,0.03777593,0.012882675,0.000605855
9125,0.125442196,0.026687528,0.012807968,0.042156132,0.015737876,0.017287353,0.049251714,0.000478157
9126,0.0248493,0.007685337,0.002493714,0.022151141,0.003104582,0.027517352,0.000633201,0.013772987
9127,0.000191656,0.075618542,0.000588726,0.028423546,0.005383395,0.007451402,0.017277965,0.002289757
9128,0.180309613,0.015288322,0.02066734,0.031193212,0.001387261,0.017452147,0.061630298,0.004257148
9129,0.101679511,0.021338503,0.001364754,0.047324984,0.001262982,0.083908759,0.07730363,0.000265462
9130,0.17879454,0.029300728,0.067738638,0.036057265,0.000118427,0.026183296,0.11606874,0.000789043
9131,0.075402997,0.005686147,0.00571881,0.002165165,0.00079078,0.003600416,0.046884695,0.014825856
9132,0.26606726,0.039745167,0.029098901,0.071860274,0.008316503,0.082479144,0.133485093,0.000978333
9133,0.156950371,0.01706462,0.028447871,0.021039558,0.018662993,0.002756193,0.06993021,0.107732548
9134,0.184649383,0.038483306,0.044070643,0.075304467,0.011865964,0.055211327,0.074914661,0.000202728
9135,0.02772706,0.01791714,0.018280152,0.020656328,0.022279413,0.014696517,0.003133103,0.140311021
9136,0.022226679,0.009368985,0.063495219,0.004464209,0.037357684,0.004228053,7.96E-06,0.076375149
9137,0.003953207,0.008096701,0.068939215,0.001045698,0.028987219,2.91E-05,0.001758717,0.093435918
9138,0.144896984,0.002734613,0.000940752,2.19E-08,0.004234367,1.56E-05,0.04656142,0.054426577
9139,0.028090492,0.01113938,0.045214077,0.02422985,0.034177358,0.009429266,0.000479687,0.096786974
9140,0.074039074,0.00047733,0.009203637,0.000295322,0.045522936,0.000617231,0.017507663,0.039899081
9141,0.098003034,0.022130383,0.264697421,0.024718006,0.210063982,0.022901587,0.274163127,0.000559565
9142,0.021198709,0.030575546,0.035702599,0.005977372,0.014872169,0.000161155,0.020143429,0.014331543
9143,0.002952121,0.010148491,0.146780647,7.36E-05,0.166907949,0.002303217,0.16137268,0.002361953
9144,0.007754759,0.000342306,0.066904911,0.016024021,0.044064362,0.001724481,8.58E-05,0.084016045
9145,0.084619564,0.00658525,0.000205075,0.001420672,0.003556659,0.002111164,0.047951677,0.010379964
9146,0.009788017,0.000916719,0.077410967,0.019954665,0.087712552,0.004760606,0.005628933,0.068286684
9147,0.03955976,0.058629136,0.117658752,0.060238854,0.040587879,0.062015051,0.061084924,0.010760373
9148,0.000110147,0.023313426,0.101530134,0.099449247,0.059369027,0.043372527,0.092756096,0.150310271
9149,0.014167531,0.012748975,0.018777186,0.007235271,0.020208677,0.018375908,0.001274597,0.004522378
9150,0.100053394,0.010903401,0.003341299,0.002721606,0.047590902,0.005592392,0.04379285,0.01700403
9151,0.012238842,0.018148768,0.073470155,0.007046964,0.071506761,0.018909883,0.063464169,8.54E-05
9152,0.059627542,0.034299075,0.078401363,0.000231046,0.003926507,2.14E-05,0.031592122,0.01098873
9153,0.032143207,0.017471632,2.32E-06,0.005301631,0.044239766,0.000122569,0.017703638,0.001011582
9154,0.040916253,0.000193958,0.090425698,0.00460457,0.047292474,0.009329824,0.017761903,0.091145706
9155,0.118634842,0.011645724,0.043832287,0.001620335,0.000183427,0.006095741,0.08919493,0.002911096
9156,0.006036975,0.000551033,0.112598251,0.003284419,0.091435964,1.51E-05,0.005535723,0.039735303
9157,0.043409675,0.055386147,0.002489239,0.0355985,0.003310455,0.067573534,0.010263676,0.012121227
9158,0.011813261,0.030226488,0.125357554,0.080330051,0.06777812,0.019681953,0.078615062,0.132426877
9159,0.101399012,0.013314177,0.068089847,0.001173281,0.000258912,0.023938091,0.038704867,0.005294753
9160,0.011681148,0.001553421,1.59E-05,0.000587897,0.008317878,0.00477534,0.009214782,0.010816812
9161,0.148791258,0.032048884,0.101212919,0.006322336,0.003387137,0.002457464,0.065832962,0.010533652
9162,0.099991324,7.24E-06,0.043512537,0.034376724,0.005087208,0.019887629,0.000718858,0.031249624
9163,0.001231689,0.00545134,0.016563296,0.00065643,0.01036339,8.04E-06,0.005979606,0.060986575
9164,0.00021229,0.050939063,0.017856426,0.129174684,0.010330262,0.053156626,0.125341534,0.15210356
9165,0.116347665,0.001368761,0.132378427,0.010638908,0.023274877,0.005937336,0.00401532,0.045310609
9166,0.135691899,0.018732033,0.095081041,0.007571975,0.011659087,0.038657801,0.052192894,0.001469261
9167,0.004924486,0.028079593,0.103524287,0.124740016,0.037931989,0.036630516,0.092483033,0.105117588
9168,0.097236366,0.000535572,0.057052694,0.001841853,2.74E-05,0.000750786,0.034488716,0.030220735
9169,0.118810148,0.046751896,0.078354572,0.070184133,0.014947508,0.008462264,0.000700136,0.117282456
9170,0.037080899,0.025090767,0.013355712,0.026921728,0.0074485,0.017508526,0.01689143,0.001386986
9171,0.016483458,0.007232036,0.04152542,0.009712742,0.018929301,0.010303407,0.0034054,0.001478119
9172,0.003075649,0.051492142,0.061519379,0.065611911,0.010762183,0.085080512,0.000615767,0.031214097
9173,0.10194308,0.032528258,0.001110422,0.033947712,0.006291416,0.032848157,0.099810598,0.002805051
9174,0.014667883,0.034809238,0.056751019,0.050038385,0.031598305,0.072414486,0.000478343,0.005650801
9175,0.059323281,0.046138564,0.01946463,0.049199877,0.025510957,0.031587379,0.054926114,0.01257665
9176,0.002543543,0.06030733,0.044755992,0.063897049,0.010985197,0.077496905,0.005650436,0.027851801
9177,0.040316442,0.097809841,0.054968737,0.070638972,0.008122122,0.032259914,0.069631368,0.036874731
9178,0.005603973,0.069483977,0.020122482,0.063332237,0.008642553,0.067793297,0.000319954,0.023733218
9179,0.046244661,0.03150384,0.012671341,0.032918851,0.003392261,0.083538759,0.060160409,0.013034007
9180,0.022600938,0.067496364,0.028431844,0.056842139,0.010806807,0.041166933,0.025522134,0.027978682
9181,0.008001636,0.026944148,0.035724763,0.015201065,0.035876482,0.026245292,0.000166473,0.001446055
9182,1.43E-05,0.104022278,0.020328524,0.093853394,0.002525782,0.111280004,0.006731959,0.05705255
9183,0.038910365,0.000257156,0.001885715,0.001040859,0.00301631,0.001503825,0.007356287,0.00702543
9184,0.031839679,0.074506574,0.012456319,0.083467267,0.001334895,0.095852543,0.029902791,0.020794973
9185,0.148619571,0.065951817,0.000274373,0.050251567,0.017414025,0.049873846,0.102983324,0.03167191
9186,0.003709008,0.10944296,4.16E-06,0.076108864,0.021024578,0.078327767,0.003162973,0.081069624
9187,0.067645158,0.11027459,0.115248748,0.060502593,0.031419819,0.040178009,0.051924685,0.043716825
9188,0.124639716,0.10128626,0.031252484,0.072555211,0.032259147,0.055660641,0.10270871,0.056688049
9189,0.131258328,0.046679775,0.000888718,0.048996304,0.000845267,0.093900297,0.162610168,0.032235442
9190,0.109177921,0.064097223,0.013070659,0.038233146,0.002380379,0.042164321,0.096530312,0.031725986
9191,0.038343113,0.038028535,0.00374237,0.014212689,0.010921952,0.029723863,0.015732993,0.007500918
9192,0.044579742,0.155054807,0.026022496,0.119203967,0.071441425,0.152411728,0.056209886,0.115883725
9193,0.118749181,0.005763871,0.001983702,0.002402927,0.011439339,0.025665938,0.032476404,0.003127159
9194,0.119503371,0.10436049,0.058309259,0.09305829,0.057267084,0.118074618,0.110868067,0.04967694
9195,0.043035163,0.053558906,0.035495301,0.062966712,0.033212324,0.06957046,0.015931921,0.050088079
9196,0.058425741,0.118688556,0.030976562,0.100818246,0.003118678,0.063561154,0.008978072,0.054498658
9197,0.135330609,0.029827767,0.120785532,0.016819599,0.05156275,0.007017197,0.077709322,0.00533443
9198,0.004589495,0.071342788,0.058522977,0.051952311,0.100323309,0.052785601,0.000890868,0.012037686
9199,0.084788744,0.000169108,0.022900917,0.000305953,0.059566032,0.002257087,0.016563265,0.012370482
9200,0.133679017,0.058593559,0.154649622,0.043991008,0.153601391,0.021275577,0.044801171,0.004513285
9201,0.157535781,0.084693377,0.202026709,0.102241287,0.124711655,0.135828402,0.120277373,0.068126939
9202,0.064218798,3.34E-05,0.000964415,0.001494357,0.011227042,0.005567658,0.002400063,0.001765306
9203,0.094377982,0.049261999,0.07752649,0.053371227,0.041589418,0.053941617,0.062448458,0.011031343
9204,0.264608227,6.54E-06,0.132225703,0.0057065,0.129560999,0.022284317,0.159177088,0.006554
9205,0.100357768,0.002583337,0.004346302,0.003243073,0.012626072,0.003331311,0.057109755,0.010992234
9206,0.001431514,0.020886376,0.028381137,0.024128546,0.00457328,0.024122239,0.00228322,0.002871834
9207,0.151590369,0.016704062,0.089028548,0.007088384,0.034642316,0.002197912,0.113516542,0.006285566
9208,0.09302379,0.007508763,8.78E-05,0.000670185,0.002472332,0.002819178,0.031598578,0.00595098
9209,0.023799254,2.71E-05,0.036017389,0.000422645,0.008188017,0.003964595,0.041634253,0.041267291
9210,0.204456074,0.003056536,1.55E-05,0.004171078,0.001743807,0.002466635,0.205905587,0.004448908
9211,0.005502593,0.000500558,0.077538259,0.002325515,0.025446188,0.00477523,6.22E-05,0.04632714
9212,0.032953219,0.046201264,0.007662279,0.057130412,0.019062521,0.056527207,0.028054259,0.014438563
9213,0.033102769,0.01659147,0.02410155,0.031151616,0.001857342,0.019651291,0.004048571,0.105096813
9214,0.120557518,0.010254018,0.004339025,0.011265366,0.004660187,0.026314432,0.077132583,0.002858778
9215,0.001754946,0.022805688,0.004439464,0.006049199,0.002194185,0.010004387,0.001656914,0.003458625
9216,0.108878444,0.036925623,0.008039072,0.027498845,0.000197254,0.008934747,0.039038532,0.001547643
9217,0.029523957,0.010525734,0.000125056,0.001326287,0.006913703,0.003057939,1.12E-06,0.000976409
9218,0.002951526,0.035600274,0.004692594,0.020215329,0.035267739,0.014312576,0.001988531,0.000550212
9219,0.013396692,0.000607693,0.05529933,0.004610869,0.003080492,0.005156064,0.087533532,0.007683048
9220,0.041933343,0.028380414,0.027665267,0.014045055,0.013297619,0.007364051,0.002323484,0.000144409
9221,0.02574824,0.046633764,0.000529531,0.025118249,0.011236829,0.03510039,0.02090129,0.01720227
9222,0.007475112,0.00968798,0.039536716,0.089162824,0.009417415,0.046325979,0.001686658,0.090090389
9223,0.024129626,0.01609526,0.003724427,0.003063918,0.003353787,0.003521622,0.005974968,0.000261929
9224,0.003745213,0.000164167,0.001674132,0.001849515,0.016256819,8.68E-05,0.015491395,0.005699221
9225,0.021238765,0.042200907,1.97E-05,0.033793581,0.000464443,0.033677372,0.017556268,0.008204967
9226,0.096088991,0.046373677,0.024694614,0.028824066,0.001588727,0.019531899,0.048597969,0.007189384
9227,0.072951075,0.02093319,0.010100793,0.001433341,0.005962596,0.002540765,0.029260593,0.000689826
9228,0.036033541,0.063793774,0.069064964,0.0299125,0.025917723,0.033172093,0.026428105,0.013582409
9229,0.002799026,0.006481291,0.016815999,4.28E-05,0.001192631,7.72E-05,0.02767104,1.29E-05
9230,0.178658052,0.039362614,0.217231805,0.007727324,0.024398808,0.014539643,0.104222772,0.000121194
9231,0.068314724,0.068123837,0.017046727,0.049061804,0.011387909,0.072969421,0.062467891,0.039477296
9232,0.001826973,2.44E-05,0.077910224,0.014657017,0.022178838,0.004607322,0.021648953,0.009585165
9233,0.045924382,0.028267268,0.021447997,0.005739272,0.002281416,0.011388206,0.030504841,0.002995327
9234,0.072911942,0.006886685,0.036635414,0.001407667,0.033450536,0.013923723,0.015120528,0.000362139
9235,0.034898374,0.042822876,0.052299217,0.028858602,0.031141946,0.024489963,0.01689043,0.001273334
9236,0.000102908,0.000573513,0.020093479,0.00581233,0.010901709,0.000748386,0.052392439,0.0036076
9237,0.11026498,0.010628576,0.101054165,0.002519439,0.023013094,6.43E-05,0.035616913,0.006177432
9238,0.002519526,0.005199438,0.01321803,0.006210272,0.055564137,0.015406082,0.004293975,0.038935666
9239,0.008545738,0.001481992,3.71E-05,6.86E-07,0.003909184,0.004811943,0.004830569,0.000903674
9240,0.009554992,0.00759887,0.021042346,0.014591102,0.014770924,0.008269843,0.001821196,2.25E-05
9241,0.001851556,0.007449847,0.035083332,0.007730219,0.01294845,0.010185001,0.001357126,4.85E-05
9242,0.001112094,0.022655423,0.05055714,0.047119357,0.006313655,0.060506404,0.000126186,0.010891196
9243,0.008874934,0.017905171,0.010082297,0.027379966,0.000866306,0.026352639,0.012512369,0.004789819
9244,0.000362135,0.019430082,0.046360301,0.027115351,0.013860504,0.038476977,0.004097202,0.002280816
9245,0.026874688,0.043022339,5.75E-05,0.0346824,0.024547785,0.033873092,0.026330497,0.020499409
9246,0.02564862,0.068651562,0.066542301,0.079278398,0.020160572,0.095588891,0.020349556,0.037866526
9247,0.074124259,0.08792303,0.054115143,0.073661297,0.054674823,0.054937298,0.105874933,0.048878916
9248,0.002762546,0.070021029,0.00648293,0.065652676,0.00046074,0.057463707,0.004538646,0.027129326
9249,0.009392945,0.04405083,0.007750823,0.047223358,0.000930454,0.114946937,0.016812765,0.024604838
9250,0.000663142,0.06234681,0.004377622,0.041063665,0.013912503,0.049275579,0.001442114,0.03953999
9251,0.000537278,0.024360474,0.02957601,0.015202169,0.028249337,0.032974768,0.001241161,0.003230789
9252,0.012970412,0.10563469,0.021035474,0.110670261,2.90E-06,0.132388341,0.003136225,0.076464916
9253,0.002808127,0.002511039,0.004705805,0.000404863,0.002664564,0.005162196,0.000172407,0.001673348
9254,0.010299294,0.087093117,0.011300156,0.082873259,7.09E-05,0.085525318,0.007335185,0.035153136
9255,0.114216918,0.048501535,0.016353164,0.043865545,0.013808305,0.047557023,0.071590843,0.033445439
9256,0.010534785,0.056149732,0.030246273,0.053215388,0.018331693,0.081083105,0.038208922,0.038658089
9257,1.14E-05,0.087922264,0.017903523,0.060308303,7.97E-05,0.058659431,0.00145972,0.051484275
9258,0.008579526,0.089635257,0.035611328,0.050018011,0.033751212,0.041706794,0.012394249,0.049463688
9259,0.030312,0.043212125,0.011837807,0.036778357,0.031836187,0.08054332,0.06493108,0.017437302
9260,0.083291303,0.050105236,0.058222664,0.035101321,0.012214448,0.041074719,0.061590851,0.042639617
9261,0.001239589,0.035075004,0.014030762,0.015553356,0.005758247,0.024579003,4.18E-06,0.008325829
9262,0.025348048,0.092574205,0.101828645,0.081501609,0.112340264,0.127786682,0.066882974,0.071562593
9263,0.012351365,0.004724541,0.000480474,0.002050208,0.020816056,0.01597712,0.009124451,4.76E-06
9264,0.016705516,0.089012125,0.043580452,0.067454036,0.074801192,0.086774734,0.036546471,0.042019066
9265,0.045981244,0.058333883,0.074991844,0.075228972,0.05555674,0.086918517,0.017764147,0.070698086
9266,0.010478199,0.118970713,0.015052763,0.101961358,0.001235067,0.079361476,0.000154431,0.06699331
9267,0.059613683,0.028118066,0.101928633,0.012284272,0.062545377,0.007110499,0.021950456,0.010683967
9268,0.000791447,0.048975467,0.040213413,0.059558791,0.035869712,0.076052424,0.001293092,0.018389772
9269,0.014884031,3.87E-06,0.026240804,0.000175979,0.064015615,0.002906737,0.000453902,0.00714547
9270,0.016728201,0.058755254,0.076868259,0.049924479,0.063997621,0.038504413,0.000142727,0.013182025
9271,0.100054324,0.067197517,0.184167218,0.085515531,0.134117537,0.131784344,0.078887285,0.06003756
9272,0.012719427,0.001426432,0.000368686,5.01E-07,0.028357059,0.006325919,0.000194823,0.000155238
9273,0.036329967,0.035637265,0.057441583,0.032951016,0.057244881,0.039292377,0.02207179,0.010171357
9274,0.074786309,1.06E-07,0.087469555,0.00343658,0.121492644,0.017993008,0.032259279,0.002979481
9275,0.074110974,1.80E-05,0.000625123,0.000484247,0.008996607,0.000959869,0.054346286,0.026860923
9276,0.000427618,6.46E-06,0.015947995,0.001346504,0.008101582,0.0146514,0.008376448,0.01139656
9277,0.019935757,0.002407206,0.008138835,0.002958309,0.000246125,0.005974929,0.012483813,0.011614525
9278,0.020068742,0.001634648,0.001544735,0.012904571,0.001967692,0.000508614,6.66E-05,0.033643732
9279,0.01722284,0.004322887,0.006252721,0.016034709,0.003767728,0.003840178,0.024567752,0.076199564
9280,0.079594881,0.001903877,0.001702994,0.000679211,0.000618929,0.004814895,0.085051682,0.001167999
9281,1.36E-05,0.001597937,0.042439235,0.01611843,0.018208387,0.004371689,0.009385959,0.053556063
9282,0.016337837,0.01280355,0.000416587,0.029158262,0.009909907,0.051892454,0.028921858,0.001591357
9283,0.00012056,0.020727878,0.093413642,0.03305175,0.019180173,0.008362885,0.018606294,0.103878115
9284,0.027261583,0.001098242,6.17E-06,0.001315519,0.00135213,0.014278412,0.016758569,0.012270598
9285,0.000792232,0.012211225,0.003136305,0.004184582,0.000206254,0.013105164,0.002601173,0.000792044
9286,0.046020196,0.025925249,0.000522023,0.022878324,0.008115756,0.017761892,0.013652961,0.002021687
9287,0.01943142,0.001072199,1.72E-05,0.002654252,0.005624826,0.000955093,0.000969398,0.007171272
9288,0.021645607,0.022512574,0.006009193,0.01987568,4.21E-05,0.029154477,0.023451601,0.000193062
9289,0.031930065,0.000750754,0.067503323,0.006507204,0.00331529,0.002767109,0.153468588,0.017249104
9290,0.003118385,0.024451641,0.001324514,0.007989286,0.000235137,0.009648264,0.037221792,0.000397887
9291,0.004878842,0.036496757,0.001203355,0.021726848,0.01008609,0.050734572,0.01677606,0.011994694
9292,0.000531863,0.005575273,0.090942838,0.020409995,0.032420764,0.00198671,0.01718224,0.055006498
9293,0.004428781,0.008103848,0.006634783,0.001410054,0.007008843,0.008927417,0.000882038,0.001353093
9294,0.005687579,0.000162147,0.007512988,0.000613778,0.009286115,0.00197191,0.056989593,0.003980619
9295,0.012405161,0.021796073,0.005516975,0.015429082,0.004827256,0.021187623,0.030439624,0.002442081
9296,0.021383015,0.052040694,0.012505378,0.026568591,0.000266079,0.021328996,0.009116117,0.01747591
9297,0.036927377,0.00577859,0.025291829,2.24E-06,6.80E-08,0.000211572,0.0147474,8.01E-05
9298,0.01086573,0.030662213,0.053184791,0.014937142,0.022246861,0.030089441,0.006598179,0.010596821
9299,0.004253633,2.42E-05,1.94E-05,0.004468831,0.002828456,0.001079174,0.023365891,0.005407214
9300,0.038857973,0.021270973,0.104131779,0.001576539,0.023626022,0.008471409,0.015882684,0.001250406
9301,0.016458632,0.059781634,0.012194078,0.040102455,0.038976386,0.050524195,0.033578129,0.037643479
9302,0.001979341,0.000568706,0.095284222,0.005141793,0.019590219,0.000343604,0.031166635,0.008167568
9303,0.014527839,0.019060297,0.002376942,0.00734537,0.002501416,0.011198894,0.005093038,0.004615586
9304,0.004720229,0.00245799,0.020579749,2.62E-05,0.059725153,0.004401506,0.000458211,6.15E-05
9305,0.025146197,0.031398264,0.053121131,0.022645045,0.027757749,0.035785381,0.00557234,0.00753531
9306,0.003128271,6.60E-05,0.018678185,0.004329318,0.001350358,0.00032186,0.070192652,0.0026405
9307,0.052896623,0.006852695,0.098615971,8.86E-08,0.033769693,2.11E-05,0.00556546,0.000694466
9308,0.004387458,0.00210698,0.013078725,0.006802034,0.048383093,0.005897124,0.033821537,0.018553612
9309,0.002174207,4.31E-05,0.001316785,0.000820572,0.016786974,0.003160905,0.007916865,0.001163251
9310,0.026706504,0.017116659,0.007891297,0.026271874,0.01429575,0.032448064,0.031604458,0.000326141
9311,0.002253854,0.027262673,0.000318576,0.047196224,0.016325102,0.079179076,0.019356484,0.009452142
9312,0.004437659,0.034548728,0.002402501,0.05030556,0.000335587,0.051642871,0.01029959,0.004570296
9313,0.018577437,0.021304894,0.009932749,0.017959886,0.0370044,0.021650029,0.044096186,8.74E-05
9314,0.053118677,0.000622261,0.000762315,0.003354834,0.000784908,0.04402931,0.060665789,0.004426332
9315,0.017562873,0.014103718,0.014536985,0.025368274,0.00356,0.034593946,0.051650656,0.000845293
9316,0.002151098,0.001491037,0.014106733,5.19E-06,0.002677301,0.003778447,0.000238372,0.008377502
9317,7.43E-06,0.05857393,0.00947927,0.10483814,0.019703568,0.146497827,0.01433957,0.041195153
9318,0.03007002,0.005624621,0.001046102,0.005743503,0.025775376,0.000776824,0.024137993,0.031104907
9319,0.002259969,0.034513367,0.001522703,0.054413007,0.011177105,0.0811681,0.023769345,0.002580902
9320,0.010493709,0.027253059,0.013537197,0.024341539,0.030648862,0.052037501,0.014948722,0.0152784
9321,0.008643554,0.062172637,0.002453947,0.078622971,0.011200965,0.070150443,0.001232046,0.030178987
9322,0.01783636,0.012258911,0.01781515,0.002384537,0.022071869,0.003370118,0.015539324,6.25E-05
9323,0.002954573,0.042580446,0.001747497,0.065946886,0.02864119,0.091507589,2.16E-05,0.01140704
