,Max_Index,Max_Value
Alpha_o_7DAYMADRS_corr,2338,0.9001967867291782
Alpha_s_7DAYMADRS_corr,1764,0.7774678527038555
Beta_o_7DAYMADRS_corr,2374,0.7623467098139239
Beta_s_7DAYMADRS_corr,10115,0.7626019644076091
Gamma_o_7DAYMADRS_corr,2374,0.6504902558382791
Gamma_s_7DAYMADRS_corr,4926,0.8542556176808479
Theta_o_7DAYMADRS_corr,5068,0.8044585913296601
Theta_s_7DAYMADRS_corr,104,0.8458744138568477
