,Max_Index,Max_Value
Alpha_o_24HMADRS_corr,6037,0.48094222303248474
Alpha_s_24HMADRS_corr,2332,0.4841653286039583
Beta_o_24HMADRS_corr,1016,0.5966504843966247
Beta_s_24HMADRS_corr,2332,0.377599092779372
Gamma_o_24HMADRS_corr,107,0.5364188570074151
Gamma_s_24HMADRS_corr,805,0.29644940835968664
Theta_o_24HMADRS_corr,22727,0.37804660345715224
Theta_s_24HMADRS_corr,661,0.36921623271765514
