,Max_Index,Max_Value
Alpha_o_24HMADRS_corr,10673,0.7882546464834793
Alpha_s_24HMADRS_corr,2376,0.7307628999354354
Beta_o_24HMADRS_corr,10677,0.884675672757287
Beta_s_24HMADRS_corr,2377,0.8181399553106959
Gamma_o_24HMADRS_corr,17079,0.7750885222496836
Gamma_s_24HMADRS_corr,2377,0.7392092265965726
Theta_o_24HMADRS_corr,10676,0.8839845316657846
Theta_s_24HMADRS_corr,1621,0.7008867769277233
