...1,subject_id,Group,timepoint,frequency_band,measure,value
19,RS_010_deltas,0,1H,Delta,S,0.992332693
19,RS_010_deltas,0,1H,Delta,TC,0.460488296
19,RS_010_deltas,0,1H,Gamma,DTC,0.189649795
19,RS_010_deltas,0,1H,Gamma,O,-0.237262029
19,RS_010_deltas,0,1H,Gamma,S,0.334778111
19,RS_010_deltas,0,1H,Gamma,TC,0.145128316
19,RS_010_deltas,0,1H,Theta,DTC,-0.105249375
19,RS_010_deltas,0,1H,Theta,O,-0.406234122
19,RS_010_deltas,0,1H,Theta,S,1.121019309
19,RS_010_deltas,0,1H,Theta,TC,0.051081193
19,RS_010_deltas,0,1H,Wholeband,DTC,-0.061208045
19,RS_010_deltas,0,1H,Wholeband,O,-0.21836466400000001
19,RS_010_deltas,0,1H,Wholeband,S,0.853367711
19,RS_010_deltas,0,1H,Wholeband,TC,0.409206538
20,RS_016_deltas,0,1H,Alpha,DTC,-0.145053893
20,RS_016_deltas,0,1H,Alpha,O,-0.0524395
20,RS_016_deltas,0,1H,Alpha,S,-0.264028081
20,RS_016_deltas,0,1H,Alpha,TC,-0.481219465
20,RS_016_deltas,0,1H,Beta,DTC,-0.385748513
20,RS_016_deltas,0,1H,Beta,O,-0.296253502
20,RS_016_deltas,0,1H,Beta,S,-0.838735666
20,RS_016_deltas,0,1H,Beta,TC,-0.452987152
20,RS_016_deltas,0,1H,Delta,DTC,-0.373796445
20,RS_016_deltas,0,1H,Delta,O,0.003889902
20,RS_016_deltas,0,1H,Delta,S,-0.781581867
20,RS_016_deltas,0,1H,Delta,TC,-0.407785422
20,RS_016_deltas,0,1H,Gamma,DTC,-0.421531934
20,RS_016_deltas,0,1H,Gamma,O,-0.168699133
20,RS_016_deltas,0,1H,Gamma,S,-0.888629488
20,RS_016_deltas,0,1H,Gamma,TC,-0.467097554
20,RS_016_deltas,0,1H,Theta,DTC,-0.026438011
20,RS_016_deltas,0,1H,Theta,O,-0.155806128
20,RS_016_deltas,0,1H,Theta,S,-0.703226164
20,RS_016_deltas,0,1H,Theta,TC,-0.345307799
20,RS_016_deltas,0,1H,Wholeband,DTC,-0.025472556
20,RS_016_deltas,0,1H,Wholeband,O,-0.13980434
20,RS_016_deltas,0,1H,Wholeband,S,-0.570269972
20,RS_016_deltas,0,1H,Wholeband,TC,-0.308052164
21,RS_017_deltas,0,1H,Alpha,DTC,-0.515942592
21,RS_017_deltas,0,1H,Alpha,O,-0.32189148
21,RS_017_deltas,0,1H,Alpha,S,-1.095983582
21,RS_017_deltas,0,1H,Alpha,TC,-0.772737745
21,RS_017_deltas,0,1H,Beta,DTC,-0.656813632
21,RS_017_deltas,0,1H,Beta,O,-1.03995623
21,RS_017_deltas,0,1H,Beta,S,-1.164269453
21,RS_017_deltas,0,1H,Beta,TC,-0.507455821
21,RS_017_deltas,0,1H,Delta,DTC,-0.951449004
21,RS_017_deltas,0,1H,Delta,O,-0.214560165
21,RS_017_deltas,0,1H,Delta,S,-1.742994562
21,RS_017_deltas,0,1H,Delta,TC,-0.791545558
21,RS_017_deltas,0,1H,Gamma,DTC,-0.920107698
21,RS_017_deltas,0,1H,Gamma,O,-0.366325101
21,RS_017_deltas,0,1H,Gamma,S,-1.706853031
21,RS_017_deltas,0,1H,Gamma,TC,-0.786745333
21,RS_017_deltas,0,1H,Theta,DTC,-0.585452169
21,RS_017_deltas,0,1H,Theta,O,0.157587639
21,RS_017_deltas,0,1H,Theta,S,-1.998019183
21,RS_017_deltas,0,1H,Theta,TC,0.443435144
21,RS_017_deltas,0,1H,Wholeband,DTC,-0.57849873
21,RS_017_deltas,0,1H,Wholeband,O,-0.315341467
21,RS_017_deltas,0,1H,Wholeband,S,-1.604748142
21,RS_017_deltas,0,1H,Wholeband,TC,-0.700635571
22,RS_019_deltas,0,1H,Alpha,DTC,-0.447390551
22,RS_019_deltas,0,1H,Alpha,O,-0.423080285
22,RS_019_deltas,0,1H,Alpha,S,-0.801026827
22,RS_019_deltas,0,1H,Alpha,TC,-0.765600499
22,RS_019_deltas,0,1H,Beta,DTC,-0.314925703
22,RS_019_deltas,0,1H,Beta,O,-0.694899635
22,RS_019_deltas,0,1H,Beta,S,-0.766668251
22,RS_019_deltas,0,1H,Beta,TC,-0.451742548
22,RS_019_deltas,0,1H,Delta,DTC,-0.360219395
22,RS_019_deltas,0,1H,Delta,O,0.001056852
22,RS_019_deltas,0,1H,Delta,S,-0.748243843
22,RS_019_deltas,0,1H,Delta,TC,-0.388024448
22,RS_019_deltas,0,1H,Gamma,DTC,-0.282338758
22,RS_019_deltas,0,1H,Gamma,O,-0.269795526
22,RS_019_deltas,0,1H,Gamma,S,-0.601008613
22,RS_019_deltas,0,1H,Gamma,TC,-0.318669856
22,RS_019_deltas,0,1H,Theta,DTC,-0.427354868
22,RS_019_deltas,0,1H,Theta,O,-0.22404654
22,RS_019_deltas,0,1H,Theta,S,-1.424298365
22,RS_019_deltas,0,1H,Theta,TC,-0.443617689
22,RS_019_deltas,0,1H,Wholeband,DTC,-0.376544012
22,RS_019_deltas,0,1H,Wholeband,O,-0.451165011
22,RS_019_deltas,0,1H,Wholeband,S,-1.094443528
22,RS_019_deltas,0,1H,Wholeband,TC,-0.658544373
23,RS_024_deltas,0,1H,Alpha,DTC,-0.004522702
23,RS_024_deltas,0,1H,Alpha,O,-0.820769573
23,RS_024_deltas,0,1H,Alpha,S,-0.302851338
23,RS_024_deltas,0,1H,Alpha,TC,-0.74456175
23,RS_024_deltas,0,1H,Beta,DTC,0.209837376
23,RS_024_deltas,0,1H,Beta,O,-0.10088783900000001
23,RS_024_deltas,0,1H,Beta,S,0.165459206
23,RS_024_deltas,0,1H,Beta,TC,-0.04437817
23,RS_024_deltas,0,1H,Delta,DTC,0.217113448
23,RS_024_deltas,0,1H,Delta,O,-0.0118529
23,RS_024_deltas,0,1H,Delta,S,0.453408944
23,RS_024_deltas,0,1H,Delta,TC,0.236295496
23,RS_024_deltas,0,1H,Gamma,DTC,0.36459161
23,RS_024_deltas,0,1H,Gamma,O,-0.23948161
23,RS_024_deltas,0,1H,Gamma,S,0.702662953
23,RS_024_deltas,0,1H,Gamma,TC,0.338071343
23,RS_024_deltas,0,1H,Theta,DTC,0.165021794
23,RS_024_deltas,0,1H,Theta,O,-1.002819044
23,RS_024_deltas,0,1H,Theta,S,-0.433228908
23,RS_024_deltas,0,1H,Theta,TC,-0.444694981
23,RS_024_deltas,0,1H,Wholeband,DTC,0.176466536
23,RS_024_deltas,0,1H,Wholeband,O,-0.432843649
23,RS_024_deltas,0,1H,Wholeband,S,-0.174434409
23,RS_024_deltas,0,1H,Wholeband,TC,-0.277596419
24,RS_025_deltas,0,1H,Alpha,DTC,-0.708748061
24,RS_025_deltas,0,1H,Alpha,O,-1.383536324
24,RS_025_deltas,0,1H,Alpha,S,-1.284107464
24,RS_025_deltas,0,1H,Alpha,TC,-0.551968753
24,RS_025_deltas,0,1H,Beta,DTC,-1.633567102
24,RS_025_deltas,0,1H,Beta,O,-0.892435035
24,RS_025_deltas,0,1H,Beta,S,-3.434287473
24,RS_025_deltas,0,1H,Beta,TC,-1.800720372
24,RS_025_deltas,0,1H,Delta,DTC,-1.482785263
24,RS_025_deltas,0,1H,Delta,O,-0.57329729
24,RS_025_deltas,0,1H,Delta,S,-3.11277826
24,RS_025_deltas,0,1H,Delta,TC,-1.629992997
24,RS_025_deltas,0,1H,Gamma,DTC,-2.051259991
24,RS_025_deltas,0,1H,Gamma,O,-0.748845882
24,RS_025_deltas,0,1H,Gamma,S,-4.183815316
24,RS_025_deltas,0,1H,Gamma,TC,-2.132555325
24,RS_025_deltas,0,1H,Theta,DTC,-1.065637165
24,RS_025_deltas,0,1H,Theta,O,-0.087524773
24,RS_025_deltas,0,1H,Theta,S,-2.693292536
24,RS_025_deltas,0,1H,Theta,TC,-1.218047145
24,RS_025_deltas,0,1H,Wholeband,DTC,-0.958307852
24,RS_025_deltas,0,1H,Wholeband,O,-0.566316466
24,RS_025_deltas,0,1H,Wholeband,S,-3.358695009
24,RS_025_deltas,0,1H,Wholeband,TC,-1.71870789
25,RS_028_deltas,0,1H,Alpha,DTC,-1.160569185
25,RS_028_deltas,0,1H,Alpha,O,-1.296138777
25,RS_028_deltas,0,1H,Alpha,S,-2.039151848
25,RS_028_deltas,0,1H,Alpha,TC,-0.803763643
25,RS_028_deltas,0,1H,Beta,DTC,-1.224079743
25,RS_028_deltas,0,1H,Beta,O,-0.368859349
25,RS_028_deltas,0,1H,Beta,S,-2.449272259
25,RS_028_deltas,0,1H,Beta,TC,-1.225192516
25,RS_028_deltas,0,1H,Delta,DTC,-1.161134892
25,RS_028_deltas,0,1H,Delta,O,-0.423366512
25,RS_028_deltas,0,1H,Delta,S,-2.226844355
25,RS_028_deltas,0,1H,Delta,TC,-1.065709463
25,RS_028_deltas,0,1H,Gamma,DTC,-1.492474235
25,RS_028_deltas,0,1H,Gamma,O,-0.11708067
25,RS_028_deltas,0,1H,Gamma,S,-3.029817052
25,RS_028_deltas,0,1H,Gamma,TC,-1.537342817
25,RS_028_deltas,0,1H,Theta,DTC,-1.222430188
25,RS_028_deltas,0,1H,Theta,O,0.149282742
25,RS_028_deltas,0,1H,Theta,S,-3.582835255
25,RS_028_deltas,0,1H,Theta,TC,-1.054672939
25,RS_028_deltas,0,1H,Wholeband,DTC,-0.970549533
25,RS_028_deltas,0,1H,Wholeband,O,0.094624319
25,RS_028_deltas,0,1H,Wholeband,S,-2.841934119
25,RS_028_deltas,0,1H,Wholeband,TC,-1.40404302
26,RS_029_deltas,0,1H,Alpha,DTC,-0.519039559
26,RS_029_deltas,0,1H,Alpha,O,-1.18037429
26,RS_029_deltas,0,1H,Alpha,S,-0.930242321
26,RS_029_deltas,0,1H,Alpha,TC,-0.864236606
26,RS_029_deltas,0,1H,Beta,DTC,-0.391206153
26,RS_029_deltas,0,1H,Beta,O,-0.348671108
26,RS_029_deltas,0,1H,Beta,S,-1.146111211
26,RS_029_deltas,0,1H,Beta,TC,-0.754905058
26,RS_029_deltas,0,1H,Delta,DTC,-0.373547454
26,RS_029_deltas,0,1H,Delta,O,-0.489133447
26,RS_029_deltas,0,1H,Delta,S,-1.47038057
26,RS_029_deltas,0,1H,Delta,TC,-1.096833116
26,RS_029_deltas,0,1H,Gamma,DTC,-0.570654479
26,RS_029_deltas,0,1H,Gamma,O,-0.378226294
26,RS_029_deltas,0,1H,Gamma,S,-1.277012232
26,RS_029_deltas,0,1H,Gamma,TC,-0.706357753
26,RS_029_deltas,0,1H,Theta,DTC,-0.475055207
26,RS_029_deltas,0,1H,Theta,O,-0.334653043
26,RS_029_deltas,0,1H,Theta,S,-1.968596131
26,RS_029_deltas,0,1H,Theta,TC,-0.78225166
26,RS_029_deltas,0,1H,Wholeband,DTC,-0.407509204
26,RS_029_deltas,0,1H,Wholeband,O,-0.209309435
26,RS_029_deltas,0,1H,Wholeband,S,-1.414200953
26,RS_029_deltas,0,1H,Wholeband,TC,-0.993543225
27,RS_036_deltas,0,1H,Alpha,DTC,-0.11217430203571428
27,RS_036_deltas,0,1H,Alpha,O,0.07658643600000006
27,RS_036_deltas,0,1H,Alpha,S,-0.18457900185714285
27,RS_036_deltas,0,1H,Alpha,TC,0.07951363210714281
27,RS_036_deltas,0,1H,Beta,DTC,0.024937062142857087
27,RS_036_deltas,0,1H,Beta,O,0.04170551592857141
27,RS_036_deltas,0,1H,Beta,S,0.061907585714285784
27,RS_036_deltas,0,1H,Beta,TC,0.03697052364285714
27,RS_036_deltas,0,1H,Delta,DTC,0.02795053703571429
27,RS_036_deltas,0,1H,Delta,O,0.018809831821428574
27,RS_036_deltas,0,1H,Delta,S,0.15870141392857134
27,RS_036_deltas,0,1H,Delta,TC,0.13075087689285714
27,RS_036_deltas,0,1H,Gamma,DTC,-0.02578810603571432
27,RS_036_deltas,0,1H,Gamma,O,0.14520317367857138
27,RS_036_deltas,0,1H,Gamma,S,0.024155669714285764
27,RS_036_deltas,0,1H,Gamma,TC,0.04994377564285718
27,RS_036_deltas,0,1H,Theta,DTC,-0.12109731846428572
27,RS_036_deltas,0,1H,Theta,O,0.15779700667857144
27,RS_036_deltas,0,1H,Theta,S,0.03407280875
27,RS_036_deltas,0,1H,Theta,TC,0.05547052492857144
27,RS_036_deltas,0,1H,Wholeband,DTC,-0.11684188099999998
27,RS_036_deltas,0,1H,Wholeband,O,0.14263020399999998
27,RS_036_deltas,0,1H,Wholeband,S,0.03560856492857155
27,RS_036_deltas,0,1H,Wholeband,TC,0.03680634075000001
28,RS_041_deltas,0,1H,Alpha,DTC,-0.141103805
28,RS_041_deltas,0,1H,Alpha,O,-0.459995666
28,RS_041_deltas,0,1H,Alpha,S,-0.208210247
28,RS_041_deltas,0,1H,Alpha,TC,0.220858373
28,RS_041_deltas,0,1H,Beta,DTC,-0.011992596
28,RS_041_deltas,0,1H,Beta,O,-0.341346782
28,RS_041_deltas,0,1H,Beta,S,0.01352307
28,RS_041_deltas,0,1H,Beta,TC,0.025515666
28,RS_041_deltas,0,1H,Delta,DTC,0.893328529
28,RS_041_deltas,0,1H,Delta,O,0.599974097
28,RS_041_deltas,0,1H,Delta,S,3.041092992
28,RS_041_deltas,0,1H,Delta,TC,2.147764463
28,RS_041_deltas,0,1H,Gamma,DTC,0.298782576
28,RS_041_deltas,0,1H,Gamma,O,0.322386299
28,RS_041_deltas,0,1H,Gamma,S,0.881912299
28,RS_041_deltas,0,1H,Gamma,TC,0.583129723
28,RS_041_deltas,0,1H,Theta,DTC,-0.009531944
28,RS_041_deltas,0,1H,Theta,O,-0.076382114
28,RS_041_deltas,0,1H,Theta,S,1.360493224
28,RS_041_deltas,0,1H,Theta,TC,0.38093071
28,RS_041_deltas,0,1H,Wholeband,DTC,0.080970944
28,RS_041_deltas,0,1H,Wholeband,O,0.429284657
28,RS_041_deltas,0,1H,Wholeband,S,1.363963722
28,RS_041_deltas,0,1H,Wholeband,TC,0.933624285
29,RS_042_deltas,0,1H,Alpha,DTC,-0.155457511
29,RS_042_deltas,0,1H,Alpha,O,-0.797796812
29,RS_042_deltas,0,1H,Alpha,S,-0.228090802
29,RS_042_deltas,0,1H,Alpha,TC,-0.347309808
29,RS_042_deltas,0,1H,Beta,DTC,-0.214119698
29,RS_042_deltas,0,1H,Beta,O,-0.368753964
29,RS_042_deltas,0,1H,Beta,S,-0.56596862
29,RS_042_deltas,0,1H,Beta,TC,-0.351848922
29,RS_042_deltas,0,1H,Delta,DTC,0.142100454
29,RS_042_deltas,0,1H,Delta,O,-0.106869771
29,RS_042_deltas,0,1H,Delta,S,0.142280208
29,RS_042_deltas,0,1H,Delta,TC,1.79754e-4
29,RS_042_deltas,0,1H,Gamma,DTC,0.048112847
29,RS_042_deltas,0,1H,Gamma,O,0.118277374
29,RS_042_deltas,0,1H,Gamma,S,0.040457635
29,RS_042_deltas,0,1H,Gamma,TC,-0.007655212
29,RS_042_deltas,0,1H,Theta,DTC,-0.027001587
29,RS_042_deltas,0,1H,Theta,O,-0.20690323
29,RS_042_deltas,0,1H,Theta,S,-0.169303356
29,RS_042_deltas,0,1H,Theta,TC,0.135067733
29,RS_042_deltas,0,1H,Wholeband,DTC,-0.083877606
29,RS_042_deltas,0,1H,Wholeband,O,0.12294146
29,RS_042_deltas,0,1H,Wholeband,S,-0.401370625
29,RS_042_deltas,0,1H,Wholeband,TC,-0.311150376
