...1,subject_id,Group,timepoint,frequency_band,measure,value
2,RS_011_deltas,1,1H,Alpha,S,0.627460132
2,RS_011_deltas,1,1H,Alpha,TC,-0.421962284
2,RS_011_deltas,1,1H,Beta,DTC,0.023156279
2,RS_011_deltas,1,1H,Beta,O,0.580259919
2,RS_011_deltas,1,1H,Beta,S,-0.093934839
2,RS_011_deltas,1,1H,Beta,TC,-0.117091118
2,RS_011_deltas,1,1H,Delta,DTC,0.049910778
2,RS_011_deltas,1,1H,Delta,O,0.511595687
2,RS_011_deltas,1,1H,Delta,S,0.216592305
2,RS_011_deltas,1,1H,Delta,TC,0.166681527
2,RS_011_deltas,1,1H,Gamma,DTC,0.100078405
2,RS_011_deltas,1,1H,Gamma,O,0.322123085
2,RS_011_deltas,1,1H,Gamma,S,0.157544416
2,RS_011_deltas,1,1H,Gamma,TC,0.057466011
2,RS_011_deltas,1,1H,Theta,DTC,0.221938006
2,RS_011_deltas,1,1H,Theta,O,0.450145568
2,RS_011_deltas,1,1H,Theta,S,-0.450355586
2,RS_011_deltas,1,1H,Theta,TC,0.264258639
2,RS_011_deltas,1,1H,Wholeband,DTC,0.287383469
2,RS_011_deltas,1,1H,Wholeband,O,0.231240627
2,RS_011_deltas,1,1H,Wholeband,S,-0.321422454
2,RS_011_deltas,1,1H,Wholeband,TC,-0.205803298
3,RS_012_deltas,1,1H,Alpha,DTC,-0.110715833
3,RS_012_deltas,1,1H,Alpha,O,0.526544572
3,RS_012_deltas,1,1H,Alpha,S,-0.596853977
3,RS_012_deltas,1,1H,Alpha,TC,0.788806803
3,RS_012_deltas,1,1H,Beta,DTC,0.401018106
3,RS_012_deltas,1,1H,Beta,O,1.309066593
3,RS_012_deltas,1,1H,Beta,S,1.687818812
3,RS_012_deltas,1,1H,Beta,TC,1.286800706
3,RS_012_deltas,1,1H,Delta,DTC,0.909915687
3,RS_012_deltas,1,1H,Delta,O,0.406869427
3,RS_012_deltas,1,1H,Delta,S,2.944807418
3,RS_012_deltas,1,1H,Delta,TC,2.03489173
3,RS_012_deltas,1,1H,Gamma,DTC,0.69279564
3,RS_012_deltas,1,1H,Gamma,O,1.00376986
3,RS_012_deltas,1,1H,Gamma,S,2.255771472
3,RS_012_deltas,1,1H,Gamma,TC,1.562975832
3,RS_012_deltas,1,1H,Theta,DTC,0.446646959
3,RS_012_deltas,1,1H,Theta,O,0.993612797
3,RS_012_deltas,1,1H,Theta,S,2.066846404
3,RS_012_deltas,1,1H,Theta,TC,1.382313493
3,RS_012_deltas,1,1H,Wholeband,DTC,0.094648781
3,RS_012_deltas,1,1H,Wholeband,O,0.834268615
3,RS_012_deltas,1,1H,Wholeband,S,1.341837579
3,RS_012_deltas,1,1H,Wholeband,TC,1.042066509
4,RS_018_deltas,1,1H,Alpha,DTC,0.665357502
4,RS_018_deltas,1,1H,Alpha,O,1.285002268
4,RS_018_deltas,1,1H,Alpha,S,1.362122324
4,RS_018_deltas,1,1H,Alpha,TC,1.917775396
4,RS_018_deltas,1,1H,Beta,DTC,0.748979109
4,RS_018_deltas,1,1H,Beta,O,1.306472845
4,RS_018_deltas,1,1H,Beta,S,2.199206819
4,RS_018_deltas,1,1H,Beta,TC,1.45022771
4,RS_018_deltas,1,1H,Delta,DTC,1.12435309
4,RS_018_deltas,1,1H,Delta,O,0.223842688
4,RS_018_deltas,1,1H,Delta,S,3.096601605
4,RS_018_deltas,1,1H,Delta,TC,1.972248515
4,RS_018_deltas,1,1H,Gamma,DTC,0.495323197
4,RS_018_deltas,1,1H,Gamma,O,0.594518317
4,RS_018_deltas,1,1H,Gamma,S,1.391691729
4,RS_018_deltas,1,1H,Gamma,TC,0.896368531
4,RS_018_deltas,1,1H,Theta,DTC,0.546647231
4,RS_018_deltas,1,1H,Theta,O,1.06320467
4,RS_018_deltas,1,1H,Theta,S,4.193247882
4,RS_018_deltas,1,1H,Theta,TC,1.11860327
4,RS_018_deltas,1,1H,Wholeband,DTC,0.366701529
4,RS_018_deltas,1,1H,Wholeband,O,0.675082656
4,RS_018_deltas,1,1H,Wholeband,S,3.206452835
4,RS_018_deltas,1,1H,Wholeband,TC,2.100994622
5,RS_020_deltas,1,1H,Alpha,DTC,0.296033155
5,RS_020_deltas,1,1H,Alpha,O,0.366349445
5,RS_020_deltas,1,1H,Alpha,S,0.570213119
5,RS_020_deltas,1,1H,Alpha,TC,1.372979669
5,RS_020_deltas,1,1H,Beta,DTC,2.211737525
5,RS_020_deltas,1,1H,Beta,O,0.736799822
5,RS_020_deltas,1,1H,Beta,S,3.658991376
5,RS_020_deltas,1,1H,Beta,TC,1.447253852
5,RS_020_deltas,1,1H,Delta,DTC,2.132735563
5,RS_020_deltas,1,1H,Delta,O,-0.375351768
5,RS_020_deltas,1,1H,Delta,S,3.835325807
5,RS_020_deltas,1,1H,Delta,TC,1.702590244
5,RS_020_deltas,1,1H,Gamma,DTC,1.420506694
5,RS_020_deltas,1,1H,Gamma,O,0.467353236
5,RS_020_deltas,1,1H,Gamma,S,2.466437237
5,RS_020_deltas,1,1H,Gamma,TC,1.045930543
5,RS_020_deltas,1,1H,Theta,DTC,0.270061856
5,RS_020_deltas,1,1H,Theta,O,0.800191094
5,RS_020_deltas,1,1H,Theta,S,3.841759455
5,RS_020_deltas,1,1H,Theta,TC,0.700408312
5,RS_020_deltas,1,1H,Wholeband,DTC,0.301909943
5,RS_020_deltas,1,1H,Wholeband,O,0.990871566
5,RS_020_deltas,1,1H,Wholeband,S,4.034360917
5,RS_020_deltas,1,1H,Wholeband,TC,1.694488045
6,RS_021_deltas,1,1H,Alpha,DTC,-0.157115457
6,RS_021_deltas,1,1H,Alpha,O,0.662113764
6,RS_021_deltas,1,1H,Alpha,S,-0.246654625
6,RS_021_deltas,1,1H,Alpha,TC,0.796021046
6,RS_021_deltas,1,1H,Beta,DTC,0.42729385
6,RS_021_deltas,1,1H,Beta,O,0.785898964
6,RS_021_deltas,1,1H,Beta,S,1.197520792
6,RS_021_deltas,1,1H,Beta,TC,0.770226942
6,RS_021_deltas,1,1H,Delta,DTC,0.108063813
6,RS_021_deltas,1,1H,Delta,O,0.290751995
6,RS_021_deltas,1,1H,Delta,S,0.774702632
6,RS_021_deltas,1,1H,Delta,TC,0.666638819
6,RS_021_deltas,1,1H,Gamma,DTC,0.461214025
6,RS_021_deltas,1,1H,Gamma,O,0.704222432
6,RS_021_deltas,1,1H,Gamma,S,1.259616927
6,RS_021_deltas,1,1H,Gamma,TC,0.798402902
6,RS_021_deltas,1,1H,Theta,DTC,-0.113240602
6,RS_021_deltas,1,1H,Theta,O,0.387873766
6,RS_021_deltas,1,1H,Theta,S,1.074266647
6,RS_021_deltas,1,1H,Theta,TC,0.351464995
6,RS_021_deltas,1,1H,Wholeband,DTC,-0.061574705
6,RS_021_deltas,1,1H,Wholeband,O,0.305025906
6,RS_021_deltas,1,1H,Wholeband,S,1.13181664
6,RS_021_deltas,1,1H,Wholeband,TC,0.777960593
7,RS_030_deltas,1,1H,Alpha,DTC,0.046733276
7,RS_030_deltas,1,1H,Alpha,O,0.921569343
7,RS_030_deltas,1,1H,Alpha,S,0.100860223
7,RS_030_deltas,1,1H,Alpha,TC,-0.055658772
7,RS_030_deltas,1,1H,Beta,DTC,0.720807314
7,RS_030_deltas,1,1H,Beta,O,-0.139007756
7,RS_030_deltas,1,1H,Beta,S,0.983753539
7,RS_030_deltas,1,1H,Beta,TC,0.262946226
7,RS_030_deltas,1,1H,Delta,DTC,0.956341935
7,RS_030_deltas,1,1H,Delta,O,0.006801374
7,RS_030_deltas,1,1H,Delta,S,1.463475598
7,RS_030_deltas,1,1H,Delta,TC,0.507133663
7,RS_030_deltas,1,1H,Gamma,DTC,0.51313063
7,RS_030_deltas,1,1H,Gamma,O,0.992864577
7,RS_030_deltas,1,1H,Gamma,S,0.711747791
7,RS_030_deltas,1,1H,Gamma,TC,0.198617161
7,RS_030_deltas,1,1H,Theta,DTC,0.006662784
7,RS_030_deltas,1,1H,Theta,O,0.442918622
7,RS_030_deltas,1,1H,Theta,S,1.331171381
7,RS_030_deltas,1,1H,Theta,TC,0.122122083
7,RS_030_deltas,1,1H,Wholeband,DTC,0.003807477
7,RS_030_deltas,1,1H,Wholeband,O,0.398649292
7,RS_030_deltas,1,1H,Wholeband,S,1.162271811
7,RS_030_deltas,1,1H,Wholeband,TC,0.3504657
8,RS_032_deltas,1,1H,Alpha,DTC,-0.406942748
8,RS_032_deltas,1,1H,Alpha,O,0.595568908
8,RS_032_deltas,1,1H,Alpha,S,-0.497025032
8,RS_032_deltas,1,1H,Alpha,TC,0.195086059
8,RS_032_deltas,1,1H,Beta,DTC,0.264968697
8,RS_032_deltas,1,1H,Beta,O,0.158624445
8,RS_032_deltas,1,1H,Beta,S,0.208602076
8,RS_032_deltas,1,1H,Beta,TC,-0.056366621
8,RS_032_deltas,1,1H,Delta,DTC,-0.570464795
8,RS_032_deltas,1,1H,Delta,O,0.127183226
8,RS_032_deltas,1,1H,Delta,S,-1.082266864
8,RS_032_deltas,1,1H,Delta,TC,-0.51180207
8,RS_032_deltas,1,1H,Gamma,DTC,0.548836047
8,RS_032_deltas,1,1H,Gamma,O,0.607587466
8,RS_032_deltas,1,1H,Gamma,S,0.883479506
8,RS_032_deltas,1,1H,Gamma,TC,0.334643459
8,RS_032_deltas,1,1H,Theta,DTC,-0.528958684
8,RS_032_deltas,1,1H,Theta,O,0.262956959
8,RS_032_deltas,1,1H,Theta,S,-1.040116629
8,RS_032_deltas,1,1H,Theta,TC,-0.155816208
8,RS_032_deltas,1,1H,Wholeband,DTC,-0.566188823
8,RS_032_deltas,1,1H,Wholeband,O,0.761210217
8,RS_032_deltas,1,1H,Wholeband,S,-1.203147882
8,RS_032_deltas,1,1H,Wholeband,TC,-0.666779536
9,RS_033_deltas,1,1H,Alpha,DTC,0.231430224
9,RS_033_deltas,1,1H,Alpha,O,0.30744609
9,RS_033_deltas,1,1H,Alpha,S,0.966168089
9,RS_033_deltas,1,1H,Alpha,TC,0.060743821
9,RS_033_deltas,1,1H,Beta,DTC,0.066238902
9,RS_033_deltas,1,1H,Beta,O,0.216977868
9,RS_033_deltas,1,1H,Beta,S,0.181130261
9,RS_033_deltas,1,1H,Beta,TC,0.114891359
9,RS_033_deltas,1,1H,Delta,DTC,-0.314554658
9,RS_033_deltas,1,1H,Delta,O,0.093880067
9,RS_033_deltas,1,1H,Delta,S,-0.650693522
9,RS_033_deltas,1,1H,Delta,TC,-0.336138863
9,RS_033_deltas,1,1H,Gamma,DTC,0.047093111
9,RS_033_deltas,1,1H,Gamma,O,0.42039363
9,RS_033_deltas,1,1H,Gamma,S,0.124262716
9,RS_033_deltas,1,1H,Gamma,TC,0.077169605
9,RS_033_deltas,1,1H,Theta,DTC,-0.188359588
9,RS_033_deltas,1,1H,Theta,O,0.126562504
9,RS_033_deltas,1,1H,Theta,S,-0.125189624
9,RS_033_deltas,1,1H,Theta,TC,0.138485406
9,RS_033_deltas,1,1H,Wholeband,DTC,-0.065447606
9,RS_033_deltas,1,1H,Wholeband,O,0.475202857
9,RS_033_deltas,1,1H,Wholeband,S,0.227374451
9,RS_033_deltas,1,1H,Wholeband,TC,0.139674299
10,RS_034_deltas,1,1H,Alpha,DTC,0.179585606
10,RS_034_deltas,1,1H,Alpha,O,0.460239043
10,RS_034_deltas,1,1H,Alpha,S,0.329063058
10,RS_034_deltas,1,1H,Alpha,TC,-0.28093531
10,RS_034_deltas,1,1H,Beta,DTC,-0.159164085
10,RS_034_deltas,1,1H,Beta,O,0.131695389
10,RS_034_deltas,1,1H,Beta,S,-0.381387744
10,RS_034_deltas,1,1H,Beta,TC,-0.222223659
10,RS_034_deltas,1,1H,Delta,DTC,-0.360619166
10,RS_034_deltas,1,1H,Delta,O,-0.012114507
10,RS_034_deltas,1,1H,Delta,S,-0.684474829
10,RS_034_deltas,1,1H,Delta,TC,-0.323855663
10,RS_034_deltas,1,1H,Gamma,DTC,-0.090947109
10,RS_034_deltas,1,1H,Gamma,O,-0.104368276
10,RS_034_deltas,1,1H,Gamma,S,-0.234060167
10,RS_034_deltas,1,1H,Gamma,TC,-0.143113058
10,RS_034_deltas,1,1H,Theta,DTC,0.206397351
10,RS_034_deltas,1,1H,Theta,O,0.220747943
10,RS_034_deltas,1,1H,Theta,S,-0.3045798
10,RS_034_deltas,1,1H,Theta,TC,-0.040099267
10,RS_034_deltas,1,1H,Wholeband,DTC,0.104153126
10,RS_034_deltas,1,1H,Wholeband,O,0.182648494
10,RS_034_deltas,1,1H,Wholeband,S,-0.464049242
10,RS_034_deltas,1,1H,Wholeband,TC,-0.255013989
11,RS_035_deltas,1,1H,Alpha,DTC,-0.093151817
11,RS_035_deltas,1,1H,Alpha,O,0.374367332
11,RS_035_deltas,1,1H,Alpha,S,-0.112834105
11,RS_035_deltas,1,1H,Alpha,TC,-0.190962061
11,RS_035_deltas,1,1H,Beta,DTC,-0.402822096
11,RS_035_deltas,1,1H,Beta,O,-0.269827358
11,RS_035_deltas,1,1H,Beta,S,-0.671626394
11,RS_035_deltas,1,1H,Beta,TC,-0.268804299
11,RS_035_deltas,1,1H,Delta,DTC,-0.161849982
11,RS_035_deltas,1,1H,Delta,O,0.073584547
11,RS_035_deltas,1,1H,Delta,S,-0.352044957
11,RS_035_deltas,1,1H,Delta,TC,-0.190194975
11,RS_035_deltas,1,1H,Gamma,DTC,-0.62091123
11,RS_035_deltas,1,1H,Gamma,O,-0.274424341
11,RS_035_deltas,1,1H,Gamma,S,-1.143194602
11,RS_035_deltas,1,1H,Gamma,TC,-0.522283372
11,RS_035_deltas,1,1H,Theta,DTC,-0.208565808
11,RS_035_deltas,1,1H,Theta,O,0.241544105
11,RS_035_deltas,1,1H,Theta,S,-0.357518792
11,RS_035_deltas,1,1H,Theta,TC,0.205428391
11,RS_035_deltas,1,1H,Wholeband,DTC,-0.111427253
11,RS_035_deltas,1,1H,Wholeband,O,0.182668014
11,RS_035_deltas,1,1H,Wholeband,S,-0.530792496
11,RS_035_deltas,1,1H,Wholeband,TC,-0.188296161
12,RS_037_deltas,1,1H,Alpha,DTC,-0.142971021
12,RS_037_deltas,1,1H,Alpha,O,0.200722934
12,RS_037_deltas,1,1H,Alpha,S,-0.172554018
12,RS_037_deltas,1,1H,Alpha,TC,0.562823626
12,RS_037_deltas,1,1H,Beta,DTC,-0.018936435
12,RS_037_deltas,1,1H,Beta,O,-6.19608e-4
12,RS_037_deltas,1,1H,Beta,S,0.018073708
12,RS_037_deltas,1,1H,Beta,TC,0.037010144
12,RS_037_deltas,1,1H,Delta,DTC,0.048118704
12,RS_037_deltas,1,1H,Delta,O,0.031656025
12,RS_037_deltas,1,1H,Delta,S,0.129250556
12,RS_037_deltas,1,1H,Delta,TC,0.081131852
12,RS_037_deltas,1,1H,Gamma,DTC,0.03189856
12,RS_037_deltas,1,1H,Gamma,O,-0.127635627
12,RS_037_deltas,1,1H,Gamma,S,0.100446487
12,RS_037_deltas,1,1H,Gamma,TC,0.068547927
12,RS_037_deltas,1,1H,Theta,DTC,-0.173116628
12,RS_037_deltas,1,1H,Theta,O,0.332958699
12,RS_037_deltas,1,1H,Theta,S,0.334508816
12,RS_037_deltas,1,1H,Theta,TC,0.197506101
12,RS_037_deltas,1,1H,Wholeband,DTC,-0.14896684
12,RS_037_deltas,1,1H,Wholeband,O,0.077371291
12,RS_037_deltas,1,1H,Wholeband,S,0.043564666
12,RS_037_deltas,1,1H,Wholeband,TC,0.059274847
13,RS_039_deltas,1,1H,Alpha,DTC,0.230051501
13,RS_039_deltas,1,1H,Alpha,O,0.581796151
13,RS_039_deltas,1,1H,Alpha,S,0.457188615
13,RS_039_deltas,1,1H,Alpha,TC,0.628576547
13,RS_039_deltas,1,1H,Beta,DTC,0.370356107
13,RS_039_deltas,1,1H,Beta,O,0.290103399
13,RS_039_deltas,1,1H,Beta,S,0.960197871
13,RS_039_deltas,1,1H,Beta,TC,0.589841763
13,RS_039_deltas,1,1H,Delta,DTC,0.201774067
13,RS_039_deltas,1,1H,Delta,O,0.21974454
13,RS_039_deltas,1,1H,Delta,S,0.681839998
13,RS_039_deltas,1,1H,Delta,TC,0.480065931
13,RS_039_deltas,1,1H,Gamma,DTC,0.308116508
13,RS_039_deltas,1,1H,Gamma,O,0.321991836
13,RS_039_deltas,1,1H,Gamma,S,0.856313761
13,RS_039_deltas,1,1H,Gamma,TC,0.548197253
13,RS_039_deltas,1,1H,Theta,DTC,0.193110366
13,RS_039_deltas,1,1H,Theta,O,0.281844637
13,RS_039_deltas,1,1H,Theta,S,0.819984687
13,RS_039_deltas,1,1H,Theta,TC,0.39095658
13,RS_039_deltas,1,1H,Wholeband,DTC,0.165242569
13,RS_039_deltas,1,1H,Wholeband,O,0.155549482
13,RS_039_deltas,1,1H,Wholeband,S,0.889796028
13,RS_039_deltas,1,1H,Wholeband,TC,0.573402798
14,RS_040_deltas,1,1H,Alpha,DTC,0.154985145
14,RS_040_deltas,1,1H,Alpha,O,0.120418121
14,RS_040_deltas,1,1H,Alpha,S,0.251941364
14,RS_040_deltas,1,1H,Alpha,TC,0.127615782
14,RS_040_deltas,1,1H,Beta,DTC,-0.12250621
14,RS_040_deltas,1,1H,Beta,O,-0.239341697
14,RS_040_deltas,1,1H,Beta,S,-0.356642991
14,RS_040_deltas,1,1H,Beta,TC,-0.23413678
14,RS_040_deltas,1,1H,Delta,DTC,-0.014946664
14,RS_040_deltas,1,1H,Delta,O,0.046531019
14,RS_040_deltas,1,1H,Delta,S,-0.17978493
14,RS_040_deltas,1,1H,Delta,TC,-0.164838266
14,RS_040_deltas,1,1H,Gamma,DTC,-0.075704676
14,RS_040_deltas,1,1H,Gamma,O,-0.251580143
14,RS_040_deltas,1,1H,Gamma,S,-0.219513643
14,RS_040_deltas,1,1H,Gamma,TC,-0.143808968
14,RS_040_deltas,1,1H,Theta,DTC,0.093395622
14,RS_040_deltas,1,1H,Theta,O,0.317056156
14,RS_040_deltas,1,1H,Theta,S,-1.146674676
14,RS_040_deltas,1,1H,Theta,TC,-0.337588422
14,RS_040_deltas,1,1H,Wholeband,DTC,0.040026649
14,RS_040_deltas,1,1H,Wholeband,O,0.095837141
14,RS_040_deltas,1,1H,Wholeband,S,-0.487613473
14,RS_040_deltas,1,1H,Wholeband,TC,-0.335930473
15,RS_043_deltas,1,1H,Alpha,DTC,-0.270238931
15,RS_043_deltas,1,1H,Alpha,O,-0.235575946
15,RS_043_deltas,1,1H,Alpha,S,-0.472526669
15,RS_043_deltas,1,1H,Alpha,TC,-0.178624639
15,RS_043_deltas,1,1H,Beta,DTC,-0.290992619
15,RS_043_deltas,1,1H,Beta,O,-0.446647117
15,RS_043_deltas,1,1H,Beta,S,-0.424903569
15,RS_043_deltas,1,1H,Beta,TC,-0.13391095
15,RS_043_deltas,1,1H,Delta,DTC,-0.006147053
15,RS_043_deltas,1,1H,Delta,O,0.05801384
15,RS_043_deltas,1,1H,Delta,S,0.079194011
15,RS_043_deltas,1,1H,Delta,TC,0.085341064
15,RS_043_deltas,1,1H,Gamma,DTC,-0.121521875
15,RS_043_deltas,1,1H,Gamma,O,0.03522458
15,RS_043_deltas,1,1H,Gamma,S,-0.133525136
15,RS_043_deltas,1,1H,Gamma,TC,-0.012003261
15,RS_043_deltas,1,1H,Theta,DTC,-0.257394639
15,RS_043_deltas,1,1H,Theta,O,-0.370542567
15,RS_043_deltas,1,1H,Theta,S,-1.076550055
15,RS_043_deltas,1,1H,Theta,TC,-0.36743017
15,RS_043_deltas,1,1H,Wholeband,DTC,-0.185382112
15,RS_043_deltas,1,1H,Wholeband,O,-0.468528688
15,RS_043_deltas,1,1H,Wholeband,S,-0.353234959
15,RS_043_deltas,1,1H,Wholeband,TC,-0.126995329
16,RS_044_deltas,1,1H,Alpha,DTC,0.070454507
16,RS_044_deltas,1,1H,Alpha,O,0.898862293
16,RS_044_deltas,1,1H,Alpha,S,0.122827788
16,RS_044_deltas,1,1H,Alpha,TC,0.518631725
16,RS_044_deltas,1,1H,Beta,DTC,0.606091578
16,RS_044_deltas,1,1H,Beta,O,0.485250378
16,RS_044_deltas,1,1H,Beta,S,1.434672594
16,RS_044_deltas,1,1H,Beta,TC,0.828581016
16,RS_044_deltas,1,1H,Delta,DTC,-0.227679082
16,RS_044_deltas,1,1H,Delta,O,0.194129043
16,RS_044_deltas,1,1H,Delta,S,-0.340112122
16,RS_044_deltas,1,1H,Delta,TC,-0.11243304
16,RS_044_deltas,1,1H,Gamma,DTC,0.712581042
16,RS_044_deltas,1,1H,Gamma,O,0.823766884
16,RS_044_deltas,1,1H,Gamma,S,1.963797138
16,RS_044_deltas,1,1H,Gamma,TC,1.251216096
16,RS_044_deltas,1,1H,Theta,DTC,0.149217259
16,RS_044_deltas,1,1H,Theta,O,0.083525487
16,RS_044_deltas,1,1H,Theta,S,1.461509586
16,RS_044_deltas,1,1H,Theta,TC,0.727840145
16,RS_044_deltas,1,1H,Wholeband,DTC,-0.055239518
16,RS_044_deltas,1,1H,Wholeband,O,-0.068959672
16,RS_044_deltas,1,1H,Wholeband,S,0.981370949
16,RS_044_deltas,1,1H,Wholeband,TC,0.59624738
17,RS_046_deltas,1,1H,Alpha,DTC,-0.065174139
17,RS_046_deltas,1,1H,Alpha,O,0.09708715
17,RS_046_deltas,1,1H,Alpha,S,-0.151217956
17,RS_046_deltas,1,1H,Alpha,TC,-0.057269808
17,RS_046_deltas,1,1H,Beta,DTC,0.002864757
17,RS_046_deltas,1,1H,Beta,O,0.11148150800000001
17,RS_046_deltas,1,1H,Beta,S,0.004073828
17,RS_046_deltas,1,1H,Beta,TC,0.001209071
17,RS_046_deltas,1,1H,Delta,DTC,-0.155806346
17,RS_046_deltas,1,1H,Delta,O,-0.01778274
17,RS_046_deltas,1,1H,Delta,S,-0.32610388
17,RS_046_deltas,1,1H,Delta,TC,-0.170297534
17,RS_046_deltas,1,1H,Gamma,DTC,0.124295021
17,RS_046_deltas,1,1H,Gamma,O,0.105746038
17,RS_046_deltas,1,1H,Gamma,S,0.325431425
17,RS_046_deltas,1,1H,Gamma,TC,0.201136404
17,RS_046_deltas,1,1H,Theta,DTC,0.031182441
17,RS_046_deltas,1,1H,Theta,O,0.171957093
17,RS_046_deltas,1,1H,Theta,S,0.207033234
17,RS_046_deltas,1,1H,Theta,TC,0.013080799
17,RS_046_deltas,1,1H,Wholeband,DTC,-0.00737842
17,RS_046_deltas,1,1H,Wholeband,O,0.191904621
17,RS_046_deltas,1,1H,Wholeband,S,-0.022278943
17,RS_046_deltas,1,1H,Wholeband,TC,-0.02551964
18,RS_004_deltas,0,1H,Alpha,DTC,-0.11217430203571428
18,RS_004_deltas,0,1H,Alpha,O,0.07658643600000006
18,RS_004_deltas,0,1H,Alpha,S,-0.18457900185714285
18,RS_004_deltas,0,1H,Alpha,TC,0.07951363210714281
18,RS_004_deltas,0,1H,Beta,DTC,0.024937062142857087
18,RS_004_deltas,0,1H,Beta,O,0.04170551592857141
18,RS_004_deltas,0,1H,Beta,S,0.061907585714285784
18,RS_004_deltas,0,1H,Beta,TC,0.03697052364285714
18,RS_004_deltas,0,1H,Delta,DTC,0.02795053703571429
18,RS_004_deltas,0,1H,Delta,O,0.018809831821428574
18,RS_004_deltas,0,1H,Delta,S,0.15870141392857134
18,RS_004_deltas,0,1H,Delta,TC,0.13075087689285714
18,RS_004_deltas,0,1H,Gamma,DTC,-0.02578810603571432
18,RS_004_deltas,0,1H,Gamma,O,0.14520317367857138
18,RS_004_deltas,0,1H,Gamma,S,0.024155669714285764
18,RS_004_deltas,0,1H,Gamma,TC,0.04994377564285718
18,RS_004_deltas,0,1H,Theta,DTC,-0.12109731846428572
18,RS_004_deltas,0,1H,Theta,O,0.15779700667857144
18,RS_004_deltas,0,1H,Theta,S,0.03407280875
18,RS_004_deltas,0,1H,Theta,TC,0.05547052492857144
18,RS_004_deltas,0,1H,Wholeband,DTC,-0.11684188099999998
18,RS_004_deltas,0,1H,Wholeband,O,0.14263020399999998
18,RS_004_deltas,0,1H,Wholeband,S,0.03560856492857155
18,RS_004_deltas,0,1H,Wholeband,TC,0.03680634075000001
19,RS_010_deltas,0,1H,Alpha,DTC,-0.10005952
19,RS_010_deltas,0,1H,Alpha,O,0.058075017
19,RS_010_deltas,0,1H,Alpha,S,-0.223547712
19,RS_010_deltas,0,1H,Alpha,TC,0.508821342
19,RS_010_deltas,0,1H,Beta,DTC,0.386964502
19,RS_010_deltas,0,1H,Beta,O,-0.113412751
19,RS_010_deltas,0,1H,Beta,S,0.711667464
19,RS_010_deltas,0,1H,Beta,TC,0.324702961
19,RS_010_deltas,0,1H,Delta,DTC,0.531844397
19,RS_010_deltas,0,1H,Delta,O,-0.214667395
