...1,subject_id,Group,timepoint,frequency_band,measure,value
18,RS_004_deltas,0,Day7,Gamma,S,-1.624330994
18,RS_004_deltas,0,Day7,Gamma,TC,-1.004063835
18,RS_004_deltas,0,Day7,Theta,DTC,-0.083924358
18,RS_004_deltas,0,Day7,Theta,O,0.282915198
18,RS_004_deltas,0,Day7,Theta,S,-0.190106865
18,RS_004_deltas,0,Day7,Theta,TC,0.199965225
18,RS_004_deltas,0,Day7,Wholeband,DTC,-0.143570463
18,RS_004_deltas,0,Day7,Wholeband,O,0.015437038
18,RS_004_deltas,0,Day7,Wholeband,S,-0.364914613
18,RS_004_deltas,0,Day7,Wholeband,TC,0.255117708
19,RS_010_deltas,0,Day7,Alpha,DTC,-0.090747277
19,RS_010_deltas,0,Day7,Alpha,O,-0.050717763
19,RS_010_deltas,0,Day7,Alpha,S,-0.106484453
19,RS_010_deltas,0,Day7,Alpha,TC,0.07905385
19,RS_010_deltas,0,Day7,Beta,DTC,-0.070391883
19,RS_010_deltas,0,Day7,Beta,O,-0.214872594
19,RS_010_deltas,0,Day7,Beta,S,-0.859187314
19,RS_010_deltas,0,Day7,Beta,TC,-0.375728038
19,RS_010_deltas,0,Day7,Delta,DTC,0.0268688
19,RS_010_deltas,0,Day7,Delta,O,-0.342958522
19,RS_010_deltas,0,Day7,Delta,S,0.03383696
19,RS_010_deltas,0,Day7,Delta,TC,0.006968159
19,RS_010_deltas,0,Day7,Gamma,DTC,-0.088832019
19,RS_010_deltas,0,Day7,Gamma,O,-0.419072709
19,RS_010_deltas,0,Day7,Gamma,S,-0.77626807
19,RS_010_deltas,0,Day7,Gamma,TC,-0.620257851
19,RS_010_deltas,0,Day7,Theta,DTC,-0.227676074
19,RS_010_deltas,0,Day7,Theta,O,-0.237259907
19,RS_010_deltas,0,Day7,Theta,S,-0.3878013
19,RS_010_deltas,0,Day7,Theta,TC,-0.056187256
19,RS_010_deltas,0,Day7,Wholeband,DTC,-0.002016024
19,RS_010_deltas,0,Day7,Wholeband,O,-0.158869137
19,RS_010_deltas,0,Day7,Wholeband,S,0.006466767
19,RS_010_deltas,0,Day7,Wholeband,TC,-0.014522465
20,RS_016_deltas,0,Day7,Alpha,DTC,0.11607127750000004
20,RS_016_deltas,0,Day7,Alpha,O,0.056021606416666696
20,RS_016_deltas,0,Day7,Alpha,S,0.3009631207916667
20,RS_016_deltas,0,Day7,Alpha,TC,-0.10806083387500001
20,RS_016_deltas,0,Day7,Beta,DTC,0.08784627504166671
20,RS_016_deltas,0,Day7,Beta,O,0.09339595854166667
20,RS_016_deltas,0,Day7,Beta,S,-0.048863160499999975
20,RS_016_deltas,0,Day7,Beta,TC,0.0027302252500000074
20,RS_016_deltas,0,Day7,Delta,DTC,0.08993798225000002
20,RS_016_deltas,0,Day7,Delta,O,0.1060903425
20,RS_016_deltas,0,Day7,Delta,S,0.24861055391666667
20,RS_016_deltas,0,Day7,Delta,TC,0.15867257158333334
20,RS_016_deltas,0,Day7,Gamma,DTC,-0.03739716570833334
20,RS_016_deltas,0,Day7,Gamma,O,0.09629161479166666
20,RS_016_deltas,0,Day7,Gamma,S,-0.32529888854166666
20,RS_016_deltas,0,Day7,Gamma,TC,-0.18316243583333333
20,RS_016_deltas,0,Day7,Theta,DTC,0.0750666090833333
20,RS_016_deltas,0,Day7,Theta,O,0.07492209987499998
20,RS_016_deltas,0,Day7,Theta,S,0.22617378700000002
20,RS_016_deltas,0,Day7,Theta,TC,-0.16125775479166668
20,RS_016_deltas,0,Day7,Wholeband,DTC,0.08934562258333335
20,RS_016_deltas,0,Day7,Wholeband,O,0.014639629708333343
20,RS_016_deltas,0,Day7,Wholeband,S,0.2608419107083333
20,RS_016_deltas,0,Day7,Wholeband,TC,-0.11115816183333332
21,RS_017_deltas,0,Day7,Alpha,DTC,0.11607127750000004
21,RS_017_deltas,0,Day7,Alpha,O,0.056021606416666696
21,RS_017_deltas,0,Day7,Alpha,S,0.3009631207916667
21,RS_017_deltas,0,Day7,Alpha,TC,-0.10806083387500001
21,RS_017_deltas,0,Day7,Beta,DTC,0.08784627504166671
21,RS_017_deltas,0,Day7,Beta,O,0.09339595854166667
21,RS_017_deltas,0,Day7,Beta,S,-0.048863160499999975
21,RS_017_deltas,0,Day7,Beta,TC,0.0027302252500000074
21,RS_017_deltas,0,Day7,Delta,DTC,0.08993798225000002
21,RS_017_deltas,0,Day7,Delta,O,0.1060903425
21,RS_017_deltas,0,Day7,Delta,S,0.24861055391666667
21,RS_017_deltas,0,Day7,Delta,TC,0.15867257158333334
21,RS_017_deltas,0,Day7,Gamma,DTC,-0.03739716570833334
21,RS_017_deltas,0,Day7,Gamma,O,0.09629161479166666
21,RS_017_deltas,0,Day7,Gamma,S,-0.32529888854166666
21,RS_017_deltas,0,Day7,Gamma,TC,-0.18316243583333333
21,RS_017_deltas,0,Day7,Theta,DTC,0.0750666090833333
21,RS_017_deltas,0,Day7,Theta,O,0.07492209987499998
21,RS_017_deltas,0,Day7,Theta,S,0.22617378700000002
21,RS_017_deltas,0,Day7,Theta,TC,-0.16125775479166668
21,RS_017_deltas,0,Day7,Wholeband,DTC,0.08934562258333335
21,RS_017_deltas,0,Day7,Wholeband,O,0.014639629708333343
21,RS_017_deltas,0,Day7,Wholeband,S,0.2608419107083333
21,RS_017_deltas,0,Day7,Wholeband,TC,-0.11115816183333332
22,RS_019_deltas,0,Day7,Alpha,DTC,-0.243943637
22,RS_019_deltas,0,Day7,Alpha,O,0.281083491
22,RS_019_deltas,0,Day7,Alpha,S,0.063081656
22,RS_019_deltas,0,Day7,Alpha,TC,-1.317625526
22,RS_019_deltas,0,Day7,Beta,DTC,0.049916169
22,RS_019_deltas,0,Day7,Beta,O,0.026800133
22,RS_019_deltas,0,Day7,Beta,S,-0.772955936
22,RS_019_deltas,0,Day7,Beta,TC,-0.366351872
22,RS_019_deltas,0,Day7,Delta,DTC,-0.1747949
22,RS_019_deltas,0,Day7,Delta,O,0.131991517
22,RS_019_deltas,0,Day7,Delta,S,-0.209861356
22,RS_019_deltas,0,Day7,Delta,TC,-0.035066456
22,RS_019_deltas,0,Day7,Gamma,DTC,-0.631534369
22,RS_019_deltas,0,Day7,Gamma,O,0.303151451
22,RS_019_deltas,0,Day7,Gamma,S,-1.707407248
22,RS_019_deltas,0,Day7,Gamma,TC,-0.67687075
22,RS_019_deltas,0,Day7,Theta,DTC,-0.013888737
22,RS_019_deltas,0,Day7,Theta,O,-0.789887442
22,RS_019_deltas,0,Day7,Theta,S,0.430098505
22,RS_019_deltas,0,Day7,Theta,TC,-1.36561218
22,RS_019_deltas,0,Day7,Wholeband,DTC,0.046902696
22,RS_019_deltas,0,Day7,Wholeband,O,0.099649848
22,RS_019_deltas,0,Day7,Wholeband,S,0.299424294
22,RS_019_deltas,0,Day7,Wholeband,TC,-1.450659728
23,RS_024_deltas,0,Day7,Alpha,DTC,-0.170320824
23,RS_024_deltas,0,Day7,Alpha,O,-0.160914044
23,RS_024_deltas,0,Day7,Alpha,S,-0.098151188
23,RS_024_deltas,0,Day7,Alpha,TC,0.02186419
23,RS_024_deltas,0,Day7,Beta,DTC,-0.219114862
23,RS_024_deltas,0,Day7,Beta,O,-0.505896861
23,RS_024_deltas,0,Day7,Beta,S,-0.608860621
23,RS_024_deltas,0,Day7,Beta,TC,-0.33969313
23,RS_024_deltas,0,Day7,Delta,DTC,-0.167788087
23,RS_024_deltas,0,Day7,Delta,O,0.255998103
23,RS_024_deltas,0,Day7,Delta,S,-0.245577005
23,RS_024_deltas,0,Day7,Delta,TC,-0.077788917
23,RS_024_deltas,0,Day7,Gamma,DTC,-0.065582377
23,RS_024_deltas,0,Day7,Gamma,O,-0.498879161
23,RS_024_deltas,0,Day7,Gamma,S,-0.464401622
23,RS_024_deltas,0,Day7,Gamma,TC,-0.472425481
23,RS_024_deltas,0,Day7,Theta,DTC,-0.589161454
23,RS_024_deltas,0,Day7,Theta,O,-0.254047227
23,RS_024_deltas,0,Day7,Theta,S,-1.018747992
23,RS_024_deltas,0,Day7,Theta,TC,-0.350119568
23,RS_024_deltas,0,Day7,Wholeband,DTC,-0.201966121
23,RS_024_deltas,0,Day7,Wholeband,O,0.167946685
23,RS_024_deltas,0,Day7,Wholeband,S,-0.204529567
23,RS_024_deltas,0,Day7,Wholeband,TC,0.015701878
24,RS_025_deltas,0,Day7,Alpha,DTC,0.469545455
24,RS_025_deltas,0,Day7,Alpha,O,-0.130391842
24,RS_025_deltas,0,Day7,Alpha,S,0.859830106
24,RS_025_deltas,0,Day7,Alpha,TC,-0.415969087
24,RS_025_deltas,0,Day7,Beta,DTC,-0.154976576
24,RS_025_deltas,0,Day7,Beta,O,-0.488051002
24,RS_025_deltas,0,Day7,Beta,S,-1.090370093
24,RS_025_deltas,0,Day7,Beta,TC,-0.671274539
24,RS_025_deltas,0,Day7,Delta,DTC,-0.186334618
24,RS_025_deltas,0,Day7,Delta,O,-0.861977488
24,RS_025_deltas,0,Day7,Delta,S,-0.364594056
24,RS_025_deltas,0,Day7,Delta,TC,-0.178259438
24,RS_025_deltas,0,Day7,Gamma,DTC,-0.938317312
24,RS_025_deltas,0,Day7,Gamma,O,-0.80323173
24,RS_025_deltas,0,Day7,Gamma,S,-1.503328993
24,RS_025_deltas,0,Day7,Gamma,TC,-1.005985978
24,RS_025_deltas,0,Day7,Theta,DTC,0.203792414
24,RS_025_deltas,0,Day7,Theta,O,0.113497381
24,RS_025_deltas,0,Day7,Theta,S,0.348832932
24,RS_025_deltas,0,Day7,Theta,TC,-0.507652222
24,RS_025_deltas,0,Day7,Wholeband,DTC,-0.14131065
24,RS_025_deltas,0,Day7,Wholeband,O,-0.919894105
24,RS_025_deltas,0,Day7,Wholeband,S,-0.250924723
24,RS_025_deltas,0,Day7,Wholeband,TC,-0.694498199
25,RS_028_deltas,0,Day7,Alpha,DTC,-0.137597171
25,RS_028_deltas,0,Day7,Alpha,O,0.098567391
25,RS_028_deltas,0,Day7,Alpha,S,-0.164334663
25,RS_028_deltas,0,Day7,Alpha,TC,-0.663018473
25,RS_028_deltas,0,Day7,Beta,DTC,-0.696613985
25,RS_028_deltas,0,Day7,Beta,O,-0.918451657
25,RS_028_deltas,0,Day7,Beta,S,-0.78120397
25,RS_028_deltas,0,Day7,Beta,TC,-0.456383631
25,RS_028_deltas,0,Day7,Delta,DTC,-0.349783803
25,RS_028_deltas,0,Day7,Delta,O,-0.552388321
25,RS_028_deltas,0,Day7,Delta,S,-0.564677299
25,RS_028_deltas,0,Day7,Delta,TC,-0.214893497
25,RS_028_deltas,0,Day7,Gamma,DTC,-0.186802209
25,RS_028_deltas,0,Day7,Gamma,O,-0.407060353
25,RS_028_deltas,0,Day7,Gamma,S,-1.877052052
25,RS_028_deltas,0,Day7,Gamma,TC,-1.274582413
25,RS_028_deltas,0,Day7,Theta,DTC,-0.119134762
25,RS_028_deltas,0,Day7,Theta,O,-1.123971383
25,RS_028_deltas,0,Day7,Theta,S,-0.120991074
25,RS_028_deltas,0,Day7,Theta,TC,-0.789825707
25,RS_028_deltas,0,Day7,Wholeband,DTC,-0.613215399
25,RS_028_deltas,0,Day7,Wholeband,O,-0.619850908
25,RS_028_deltas,0,Day7,Wholeband,S,-0.982629337
25,RS_028_deltas,0,Day7,Wholeband,TC,-0.710586989
26,RS_029_deltas,0,Day7,Alpha,DTC,-0.61343965
26,RS_029_deltas,0,Day7,Alpha,O,-0.333011472
26,RS_029_deltas,0,Day7,Alpha,S,-1.224538041
26,RS_029_deltas,0,Day7,Alpha,TC,-1.067665716
26,RS_029_deltas,0,Day7,Beta,DTC,-0.233542786
26,RS_029_deltas,0,Day7,Beta,O,-0.549181169
26,RS_029_deltas,0,Day7,Beta,S,-1.77324445
26,RS_029_deltas,0,Day7,Beta,TC,-0.870755042
26,RS_029_deltas,0,Day7,Delta,DTC,-0.361746315
26,RS_029_deltas,0,Day7,Delta,O,-1.334347385
26,RS_029_deltas,0,Day7,Delta,S,-0.900577916
26,RS_029_deltas,0,Day7,Delta,TC,-0.538831601
26,RS_029_deltas,0,Day7,Gamma,DTC,-0.261713023
26,RS_029_deltas,0,Day7,Gamma,O,-0.531196163
26,RS_029_deltas,0,Day7,Gamma,S,-0.575795934
26,RS_029_deltas,0,Day7,Gamma,TC,-0.297470994
26,RS_029_deltas,0,Day7,Theta,DTC,-0.442065053
26,RS_029_deltas,0,Day7,Theta,O,-0.28057985
26,RS_029_deltas,0,Day7,Theta,S,-0.951264809
26,RS_029_deltas,0,Day7,Theta,TC,-0.896518843
26,RS_029_deltas,0,Day7,Wholeband,DTC,-0.287755409
26,RS_029_deltas,0,Day7,Wholeband,O,-1.220227033
26,RS_029_deltas,0,Day7,Wholeband,S,-0.769372554
26,RS_029_deltas,0,Day7,Wholeband,TC,-0.769003495
27,RS_036_deltas,0,Day7,Alpha,DTC,0.11607127750000004
27,RS_036_deltas,0,Day7,Alpha,O,0.056021606416666696
27,RS_036_deltas,0,Day7,Alpha,S,0.3009631207916667
27,RS_036_deltas,0,Day7,Alpha,TC,-0.10806083387500001
27,RS_036_deltas,0,Day7,Beta,DTC,0.08784627504166671
27,RS_036_deltas,0,Day7,Beta,O,0.09339595854166667
27,RS_036_deltas,0,Day7,Beta,S,-0.048863160499999975
27,RS_036_deltas,0,Day7,Beta,TC,0.0027302252500000074
27,RS_036_deltas,0,Day7,Delta,DTC,0.08993798225000002
27,RS_036_deltas,0,Day7,Delta,O,0.1060903425
27,RS_036_deltas,0,Day7,Delta,S,0.24861055391666667
27,RS_036_deltas,0,Day7,Delta,TC,0.15867257158333334
27,RS_036_deltas,0,Day7,Gamma,DTC,-0.03739716570833334
27,RS_036_deltas,0,Day7,Gamma,O,0.09629161479166666
27,RS_036_deltas,0,Day7,Gamma,S,-0.32529888854166666
27,RS_036_deltas,0,Day7,Gamma,TC,-0.18316243583333333
27,RS_036_deltas,0,Day7,Theta,DTC,0.0750666090833333
27,RS_036_deltas,0,Day7,Theta,O,0.07492209987499998
27,RS_036_deltas,0,Day7,Theta,S,0.22617378700000002
27,RS_036_deltas,0,Day7,Theta,TC,-0.16125775479166668
27,RS_036_deltas,0,Day7,Wholeband,DTC,0.08934562258333335
27,RS_036_deltas,0,Day7,Wholeband,O,0.014639629708333343
27,RS_036_deltas,0,Day7,Wholeband,S,0.2608419107083333
27,RS_036_deltas,0,Day7,Wholeband,TC,-0.11115816183333332
28,RS_041_deltas,0,Day7,Alpha,DTC,-0.554924882
28,RS_041_deltas,0,Day7,Alpha,O,-0.107371741
28,RS_041_deltas,0,Day7,Alpha,S,-1.07760153
28,RS_041_deltas,0,Day7,Alpha,TC,-0.5850569
28,RS_041_deltas,0,Day7,Beta,DTC,-0.063219248
28,RS_041_deltas,0,Day7,Beta,O,0.185941061
28,RS_041_deltas,0,Day7,Beta,S,-0.267355278
28,RS_041_deltas,0,Day7,Beta,TC,-0.066858082
28,RS_041_deltas,0,Day7,Delta,DTC,0.24385635
28,RS_041_deltas,0,Day7,Delta,O,0.149360928
28,RS_041_deltas,0,Day7,Delta,S,0.595497484
28,RS_041_deltas,0,Day7,Delta,TC,0.351641134
28,RS_041_deltas,0,Day7,Gamma,DTC,0.055985368
28,RS_041_deltas,0,Day7,Gamma,O,0.147577653
28,RS_041_deltas,0,Day7,Gamma,S,0.583369817
28,RS_041_deltas,0,Day7,Gamma,TC,0.427404506
28,RS_041_deltas,0,Day7,Theta,DTC,0.10492796
28,RS_041_deltas,0,Day7,Theta,O,-0.029360999
28,RS_041_deltas,0,Day7,Theta,S,0.404125199
28,RS_041_deltas,0,Day7,Theta,TC,-0.056246719
28,RS_041_deltas,0,Day7,Wholeband,DTC,-0.119725728
28,RS_041_deltas,0,Day7,Wholeband,O,-0.066538085
28,RS_041_deltas,0,Day7,Wholeband,S,-0.278356662
28,RS_041_deltas,0,Day7,Wholeband,TC,-0.059117317
29,RS_042_deltas,0,Day7,Alpha,DTC,-0.101541501
29,RS_042_deltas,0,Day7,Alpha,O,-0.327099051
29,RS_042_deltas,0,Day7,Alpha,S,-0.185394455
29,RS_042_deltas,0,Day7,Alpha,TC,-0.211399694
29,RS_042_deltas,0,Day7,Beta,DTC,0.132372819
29,RS_042_deltas,0,Day7,Beta,O,-0.166676749
29,RS_042_deltas,0,Day7,Beta,S,-0.34784087
29,RS_042_deltas,0,Day7,Beta,TC,-0.182393736
29,RS_042_deltas,0,Day7,Delta,DTC,0.17854907
29,RS_042_deltas,0,Day7,Delta,O,-0.04922799
29,RS_042_deltas,0,Day7,Delta,S,0.369364445
29,RS_042_deltas,0,Day7,Delta,TC,0.190815374
29,RS_042_deltas,0,Day7,Gamma,DTC,-0.219710139
29,RS_042_deltas,0,Day7,Gamma,O,0.045774886
29,RS_042_deltas,0,Day7,Gamma,S,-1.548142347
29,RS_042_deltas,0,Day7,Gamma,TC,-0.742730129
29,RS_042_deltas,0,Day7,Theta,DTC,-0.294793551
29,RS_042_deltas,0,Day7,Theta,O,0.093270452
29,RS_042_deltas,0,Day7,Theta,S,-0.519871288
29,RS_042_deltas,0,Day7,Theta,TC,-0.17906839
29,RS_042_deltas,0,Day7,Wholeband,DTC,0.149154617
29,RS_042_deltas,0,Day7,Wholeband,O,-0.627057393
29,RS_042_deltas,0,Day7,Wholeband,S,0.463587835
29,RS_042_deltas,0,Day7,Wholeband,TC,-0.165296201
