...1,subject_id,Group,timepoint,frequency_band,measure,value
3,RS_012_deltas,1,Day7,Theta,S,0.445922014
3,RS_012_deltas,1,Day7,Theta,TC,0.073733636
3,RS_012_deltas,1,Day7,Wholeband,DTC,0.785841537
3,RS_012_deltas,1,Day7,Wholeband,O,0.822892662
3,RS_012_deltas,1,Day7,Wholeband,S,1.877197633
3,RS_012_deltas,1,Day7,Wholeband,TC,0.753002171
4,RS_018_deltas,1,Day7,Alpha,DTC,-0.356498336
4,RS_018_deltas,1,Day7,Alpha,O,0.010423797
4,RS_018_deltas,1,Day7,Alpha,S,-0.788179257
4,RS_018_deltas,1,Day7,Alpha,TC,0.181501799
4,RS_018_deltas,1,Day7,Beta,DTC,-0.060081281
4,RS_018_deltas,1,Day7,Beta,O,-0.069509743
4,RS_018_deltas,1,Day7,Beta,S,-1.873280752
4,RS_018_deltas,1,Day7,Beta,TC,-0.821127113
4,RS_018_deltas,1,Day7,Delta,DTC,0.285376463
4,RS_018_deltas,1,Day7,Delta,O,0.254872736
4,RS_018_deltas,1,Day7,Delta,S,0.45406943
4,RS_018_deltas,1,Day7,Delta,TC,0.168692967
4,RS_018_deltas,1,Day7,Gamma,DTC,-0.056252822
4,RS_018_deltas,1,Day7,Gamma,O,0.003529242
4,RS_018_deltas,1,Day7,Gamma,S,0.763799297
4,RS_018_deltas,1,Day7,Gamma,TC,0.418100359
4,RS_018_deltas,1,Day7,Theta,DTC,-0.124220619
4,RS_018_deltas,1,Day7,Theta,O,0.088335526
4,RS_018_deltas,1,Day7,Theta,S,-0.276141962
4,RS_018_deltas,1,Day7,Theta,TC,0.043354855
4,RS_018_deltas,1,Day7,Wholeband,DTC,-0.009068486
4,RS_018_deltas,1,Day7,Wholeband,O,0.23379404
4,RS_018_deltas,1,Day7,Wholeband,S,-0.113659737
4,RS_018_deltas,1,Day7,Wholeband,TC,0.106481108
5,RS_020_deltas,1,Day7,Alpha,DTC,0.059879565
5,RS_020_deltas,1,Day7,Alpha,O,-0.073388346
5,RS_020_deltas,1,Day7,Alpha,S,0.026489619
5,RS_020_deltas,1,Day7,Alpha,TC,-0.030602461
5,RS_020_deltas,1,Day7,Beta,DTC,0.097406584
5,RS_020_deltas,1,Day7,Beta,O,0.308412117
5,RS_020_deltas,1,Day7,Beta,S,-0.604178807
5,RS_020_deltas,1,Day7,Beta,TC,-0.34266929
5,RS_020_deltas,1,Day7,Delta,DTC,-0.002142673
5,RS_020_deltas,1,Day7,Delta,O,0.207127705
5,RS_020_deltas,1,Day7,Delta,S,-0.134016039
5,RS_020_deltas,1,Day7,Delta,TC,-0.131873366
5,RS_020_deltas,1,Day7,Gamma,DTC,-0.257349916
5,RS_020_deltas,1,Day7,Gamma,O,0.087235965
5,RS_020_deltas,1,Day7,Gamma,S,-1.435894498
5,RS_020_deltas,1,Day7,Gamma,TC,-0.923870769
5,RS_020_deltas,1,Day7,Theta,DTC,0.04244593
5,RS_020_deltas,1,Day7,Theta,O,0.099899411
5,RS_020_deltas,1,Day7,Theta,S,0.022100036
5,RS_020_deltas,1,Day7,Theta,TC,-0.16415092
5,RS_020_deltas,1,Day7,Wholeband,DTC,0.086168601
5,RS_020_deltas,1,Day7,Wholeband,O,-0.176684112
5,RS_020_deltas,1,Day7,Wholeband,S,-0.044612257
5,RS_020_deltas,1,Day7,Wholeband,TC,-0.052178162
6,RS_021_deltas,1,Day7,Alpha,DTC,0.112105725
6,RS_021_deltas,1,Day7,Alpha,O,0.021441091
6,RS_021_deltas,1,Day7,Alpha,S,0.281131648
6,RS_021_deltas,1,Day7,Alpha,TC,-0.035094333
6,RS_021_deltas,1,Day7,Beta,DTC,0.156314973
6,RS_021_deltas,1,Day7,Beta,O,0.090454185
6,RS_021_deltas,1,Day7,Beta,S,-0.122829415
6,RS_021_deltas,1,Day7,Beta,TC,-0.079266913
6,RS_021_deltas,1,Day7,Delta,DTC,0.191211581
6,RS_021_deltas,1,Day7,Delta,O,0.415297962
6,RS_021_deltas,1,Day7,Delta,S,0.368397108
6,RS_021_deltas,1,Day7,Delta,TC,0.177185527
6,RS_021_deltas,1,Day7,Gamma,DTC,0.472335761
6,RS_021_deltas,1,Day7,Gamma,O,0.345757429
6,RS_021_deltas,1,Day7,Gamma,S,0.429886173
6,RS_021_deltas,1,Day7,Gamma,TC,0.253032709
6,RS_021_deltas,1,Day7,Theta,DTC,0.103148819
6,RS_021_deltas,1,Day7,Theta,O,0.295835337
6,RS_021_deltas,1,Day7,Theta,S,0.305504593
6,RS_021_deltas,1,Day7,Theta,TC,0.005100948
6,RS_021_deltas,1,Day7,Wholeband,DTC,0.176235945
6,RS_021_deltas,1,Day7,Wholeband,O,0.278408536
6,RS_021_deltas,1,Day7,Wholeband,S,0.343474757
6,RS_021_deltas,1,Day7,Wholeband,TC,-0.016649144
7,RS_030_deltas,1,Day7,Alpha,DTC,0.358203181
7,RS_030_deltas,1,Day7,Alpha,O,0.248910707
7,RS_030_deltas,1,Day7,Alpha,S,0.794950302
7,RS_030_deltas,1,Day7,Alpha,TC,0.178810105
7,RS_030_deltas,1,Day7,Beta,DTC,0.963856539
7,RS_030_deltas,1,Day7,Beta,O,1.078458122
7,RS_030_deltas,1,Day7,Beta,S,1.990981751
7,RS_030_deltas,1,Day7,Beta,TC,0.890991387
7,RS_030_deltas,1,Day7,Delta,DTC,0.688434954
7,RS_030_deltas,1,Day7,Delta,O,0.942381604
7,RS_030_deltas,1,Day7,Delta,S,2.229162277
7,RS_030_deltas,1,Day7,Delta,TC,1.540727323
7,RS_030_deltas,1,Day7,Gamma,DTC,0.56376109
7,RS_030_deltas,1,Day7,Gamma,O,0.958558759
7,RS_030_deltas,1,Day7,Gamma,S,-0.180306756
7,RS_030_deltas,1,Day7,Gamma,TC,0.307906473
7,RS_030_deltas,1,Day7,Theta,DTC,0.223233291
7,RS_030_deltas,1,Day7,Theta,O,0.615532172
7,RS_030_deltas,1,Day7,Theta,S,0.537375603
7,RS_030_deltas,1,Day7,Theta,TC,0.134839485
7,RS_030_deltas,1,Day7,Wholeband,DTC,0.853570858
7,RS_030_deltas,1,Day7,Wholeband,O,0.570761986
7,RS_030_deltas,1,Day7,Wholeband,S,2.60488047
7,RS_030_deltas,1,Day7,Wholeband,TC,0.032114602
8,RS_032_deltas,1,Day7,Alpha,DTC,-0.044836327
8,RS_032_deltas,1,Day7,Alpha,O,0.310849239
8,RS_032_deltas,1,Day7,Alpha,S,-0.168710848
8,RS_032_deltas,1,Day7,Alpha,TC,0.199800541
8,RS_032_deltas,1,Day7,Beta,DTC,-0.220055623
8,RS_032_deltas,1,Day7,Beta,O,-0.520541162
8,RS_032_deltas,1,Day7,Beta,S,0.631648515
8,RS_032_deltas,1,Day7,Beta,TC,0.59892415
8,RS_032_deltas,1,Day7,Delta,DTC,-0.104309298
8,RS_032_deltas,1,Day7,Delta,O,0.320561657
8,RS_032_deltas,1,Day7,Delta,S,-0.130633111
8,RS_032_deltas,1,Day7,Delta,TC,-0.026323812
8,RS_032_deltas,1,Day7,Gamma,DTC,0.453761855
8,RS_032_deltas,1,Day7,Gamma,O,0.584920586
8,RS_032_deltas,1,Day7,Gamma,S,-0.009977738
8,RS_032_deltas,1,Day7,Gamma,TC,0.101843568
8,RS_032_deltas,1,Day7,Theta,DTC,-0.189633076
8,RS_032_deltas,1,Day7,Theta,O,0.7975113
8,RS_032_deltas,1,Day7,Theta,S,-0.29324607
8,RS_032_deltas,1,Day7,Theta,TC,0.074472189
8,RS_032_deltas,1,Day7,Wholeband,DTC,-0.328379646
8,RS_032_deltas,1,Day7,Wholeband,O,0.242813517
8,RS_032_deltas,1,Day7,Wholeband,S,-0.601255489
8,RS_032_deltas,1,Day7,Wholeband,TC,0.182660773
9,RS_033_deltas,1,Day7,Alpha,DTC,1.736107292
9,RS_033_deltas,1,Day7,Alpha,O,0.033038473
9,RS_033_deltas,1,Day7,Alpha,S,3.522797788
9,RS_033_deltas,1,Day7,Alpha,TC,-0.276015252
9,RS_033_deltas,1,Day7,Beta,DTC,0.79033224
9,RS_033_deltas,1,Day7,Beta,O,0.719706769
9,RS_033_deltas,1,Day7,Beta,S,0.858134314
9,RS_033_deltas,1,Day7,Beta,TC,0.301713444
9,RS_033_deltas,1,Day7,Delta,DTC,0.287707867
9,RS_033_deltas,1,Day7,Delta,O,-0.087287355
9,RS_033_deltas,1,Day7,Delta,S,0.554506821
9,RS_033_deltas,1,Day7,Delta,TC,0.266798953
9,RS_033_deltas,1,Day7,Gamma,DTC,0.632825735
9,RS_033_deltas,1,Day7,Gamma,O,0.686835217
9,RS_033_deltas,1,Day7,Gamma,S,1.453514595
9,RS_033_deltas,1,Day7,Gamma,TC,1.112359418
9,RS_033_deltas,1,Day7,Theta,DTC,1.428939252
9,RS_033_deltas,1,Day7,Theta,O,-0.060294547
9,RS_033_deltas,1,Day7,Theta,S,2.79894535
9,RS_033_deltas,1,Day7,Theta,TC,-0.208274877
9,RS_033_deltas,1,Day7,Wholeband,DTC,0.593456094
9,RS_033_deltas,1,Day7,Wholeband,O,-0.108224425
9,RS_033_deltas,1,Day7,Wholeband,S,1.143977981
9,RS_033_deltas,1,Day7,Wholeband,TC,-0.342965377
10,RS_034_deltas,1,Day7,Alpha,DTC,-0.202165347
10,RS_034_deltas,1,Day7,Alpha,O,0.379025719
10,RS_034_deltas,1,Day7,Alpha,S,-0.248224007
10,RS_034_deltas,1,Day7,Alpha,TC,0.061829818
10,RS_034_deltas,1,Day7,Beta,DTC,-0.112590204
10,RS_034_deltas,1,Day7,Beta,O,0.400121023
10,RS_034_deltas,1,Day7,Beta,S,-0.923752537
10,RS_034_deltas,1,Day7,Beta,TC,-0.344911275
10,RS_034_deltas,1,Day7,Delta,DTC,0.193012403
10,RS_034_deltas,1,Day7,Delta,O,0.336921451
10,RS_034_deltas,1,Day7,Delta,S,0.574444901
10,RS_034_deltas,1,Day7,Delta,TC,0.381432499
10,RS_034_deltas,1,Day7,Gamma,DTC,-0.193490588
10,RS_034_deltas,1,Day7,Gamma,O,0.095510681
10,RS_034_deltas,1,Day7,Gamma,S,-1.009921519
10,RS_034_deltas,1,Day7,Gamma,TC,-0.516779963
10,RS_034_deltas,1,Day7,Theta,DTC,-0.061285099
10,RS_034_deltas,1,Day7,Theta,O,0.658144393
10,RS_034_deltas,1,Day7,Theta,S,0.047609555
10,RS_034_deltas,1,Day7,Theta,TC,0.005241083
10,RS_034_deltas,1,Day7,Wholeband,DTC,-1.9428e-5
10,RS_034_deltas,1,Day7,Wholeband,O,0.289164945
10,RS_034_deltas,1,Day7,Wholeband,S,0.062539172
10,RS_034_deltas,1,Day7,Wholeband,TC,-0.136045517
11,RS_035_deltas,1,Day7,Alpha,DTC,0.11607127750000004
11,RS_035_deltas,1,Day7,Alpha,O,0.056021606416666696
11,RS_035_deltas,1,Day7,Alpha,S,0.3009631207916667
11,RS_035_deltas,1,Day7,Alpha,TC,-0.10806083387500001
11,RS_035_deltas,1,Day7,Beta,DTC,0.08784627504166671
11,RS_035_deltas,1,Day7,Beta,O,0.09339595854166667
11,RS_035_deltas,1,Day7,Beta,S,-0.048863160499999975
11,RS_035_deltas,1,Day7,Beta,TC,0.0027302252500000074
11,RS_035_deltas,1,Day7,Delta,DTC,0.08993798225000002
11,RS_035_deltas,1,Day7,Delta,O,0.1060903425
11,RS_035_deltas,1,Day7,Delta,S,0.24861055391666667
11,RS_035_deltas,1,Day7,Delta,TC,0.15867257158333334
11,RS_035_deltas,1,Day7,Gamma,DTC,-0.03739716570833334
11,RS_035_deltas,1,Day7,Gamma,O,0.09629161479166666
11,RS_035_deltas,1,Day7,Gamma,S,-0.32529888854166666
11,RS_035_deltas,1,Day7,Gamma,TC,-0.18316243583333333
11,RS_035_deltas,1,Day7,Theta,DTC,0.0750666090833333
11,RS_035_deltas,1,Day7,Theta,O,0.07492209987499998
11,RS_035_deltas,1,Day7,Theta,S,0.22617378700000002
11,RS_035_deltas,1,Day7,Theta,TC,-0.16125775479166668
11,RS_035_deltas,1,Day7,Wholeband,DTC,0.08934562258333335
11,RS_035_deltas,1,Day7,Wholeband,O,0.014639629708333343
11,RS_035_deltas,1,Day7,Wholeband,S,0.2608419107083333
11,RS_035_deltas,1,Day7,Wholeband,TC,-0.11115816183333332
12,RS_037_deltas,1,Day7,Alpha,DTC,0.708352331
12,RS_037_deltas,1,Day7,Alpha,O,0.016855659
12,RS_037_deltas,1,Day7,Alpha,S,1.660962639
12,RS_037_deltas,1,Day7,Alpha,TC,-0.106693578
12,RS_037_deltas,1,Day7,Beta,DTC,0.109007256
12,RS_037_deltas,1,Day7,Beta,O,0.174431962
12,RS_037_deltas,1,Day7,Beta,S,0.369311199
12,RS_037_deltas,1,Day7,Beta,TC,0.25340964
12,RS_037_deltas,1,Day7,Delta,DTC,0.428216319
12,RS_037_deltas,1,Day7,Delta,O,0.097301436
12,RS_037_deltas,1,Day7,Delta,S,1.02566647
12,RS_037_deltas,1,Day7,Delta,TC,0.597450151
12,RS_037_deltas,1,Day7,Gamma,DTC,0.018041431
12,RS_037_deltas,1,Day7,Gamma,O,0.015673026
12,RS_037_deltas,1,Day7,Gamma,S,0.121778564
12,RS_037_deltas,1,Day7,Gamma,TC,0.079607875
12,RS_037_deltas,1,Day7,Theta,DTC,0.656612709
12,RS_037_deltas,1,Day7,Theta,O,0.720499209
12,RS_037_deltas,1,Day7,Theta,S,1.522320234
12,RS_037_deltas,1,Day7,Theta,TC,0.041723215
12,RS_037_deltas,1,Day7,Wholeband,DTC,0.25481675
12,RS_037_deltas,1,Day7,Wholeband,O,-0.042572462
12,RS_037_deltas,1,Day7,Wholeband,S,0.581467927
12,RS_037_deltas,1,Day7,Wholeband,TC,-0.107293067
13,RS_039_deltas,1,Day7,Alpha,DTC,0.194319426
13,RS_039_deltas,1,Day7,Alpha,O,0.002406227
13,RS_039_deltas,1,Day7,Alpha,S,0.448910052
13,RS_039_deltas,1,Day7,Alpha,TC,0.229762984
13,RS_039_deltas,1,Day7,Beta,DTC,0.358431947
13,RS_039_deltas,1,Day7,Beta,O,0.892372067
13,RS_039_deltas,1,Day7,Beta,S,1.103591858
13,RS_039_deltas,1,Day7,Beta,TC,0.7178369
13,RS_039_deltas,1,Day7,Delta,DTC,0.565248582
13,RS_039_deltas,1,Day7,Delta,O,0.442552548
13,RS_039_deltas,1,Day7,Delta,S,1.301561798
13,RS_039_deltas,1,Day7,Delta,TC,0.736313216
13,RS_039_deltas,1,Day7,Gamma,DTC,0.007254229
13,RS_039_deltas,1,Day7,Gamma,O,0.416163015
13,RS_039_deltas,1,Day7,Gamma,S,2.408890902
13,RS_039_deltas,1,Day7,Gamma,TC,1.231624256
13,RS_039_deltas,1,Day7,Theta,DTC,0.183501293
13,RS_039_deltas,1,Day7,Theta,O,0.688170223
13,RS_039_deltas,1,Day7,Theta,S,0.421527798
13,RS_039_deltas,1,Day7,Theta,TC,0.214803808
13,RS_039_deltas,1,Day7,Wholeband,DTC,0.454340509
13,RS_039_deltas,1,Day7,Wholeband,O,0.483360292
13,RS_039_deltas,1,Day7,Wholeband,S,1.050084091
13,RS_039_deltas,1,Day7,Wholeband,TC,0.17140323
14,RS_040_deltas,1,Day7,Alpha,DTC,0.354063115
14,RS_040_deltas,1,Day7,Alpha,O,0.138137719
14,RS_040_deltas,1,Day7,Alpha,S,0.718694977
14,RS_040_deltas,1,Day7,Alpha,TC,0.71808028
14,RS_040_deltas,1,Day7,Beta,DTC,0.331237916
14,RS_040_deltas,1,Day7,Beta,O,0.527285116
14,RS_040_deltas,1,Day7,Beta,S,1.521138739
14,RS_040_deltas,1,Day7,Beta,TC,0.868850767
14,RS_040_deltas,1,Day7,Delta,DTC,0.25670941
14,RS_040_deltas,1,Day7,Delta,O,0.479004499
14,RS_040_deltas,1,Day7,Delta,S,0.535504845
14,RS_040_deltas,1,Day7,Delta,TC,0.278795435
14,RS_040_deltas,1,Day7,Gamma,DTC,-0.091288784
14,RS_040_deltas,1,Day7,Gamma,O,0.593010488
14,RS_040_deltas,1,Day7,Gamma,S,0.143160428
14,RS_040_deltas,1,Day7,Gamma,TC,0.011106735
14,RS_040_deltas,1,Day7,Theta,DTC,0.311872011
14,RS_040_deltas,1,Day7,Theta,O,0.571291708
14,RS_040_deltas,1,Day7,Theta,S,0.644324886
14,RS_040_deltas,1,Day7,Theta,TC,0.657448052
14,RS_040_deltas,1,Day7,Wholeband,DTC,0.281436753
14,RS_040_deltas,1,Day7,Wholeband,O,0.960640236
14,RS_040_deltas,1,Day7,Wholeband,S,0.636972072
14,RS_040_deltas,1,Day7,Wholeband,TC,0.728498323
15,RS_043_deltas,1,Day7,Alpha,DTC,0.11607127750000004
15,RS_043_deltas,1,Day7,Alpha,O,0.056021606416666696
15,RS_043_deltas,1,Day7,Alpha,S,0.3009631207916667
15,RS_043_deltas,1,Day7,Alpha,TC,-0.10806083387500001
15,RS_043_deltas,1,Day7,Beta,DTC,0.08784627504166671
15,RS_043_deltas,1,Day7,Beta,O,0.09339595854166667
15,RS_043_deltas,1,Day7,Beta,S,-0.048863160499999975
15,RS_043_deltas,1,Day7,Beta,TC,0.0027302252500000074
15,RS_043_deltas,1,Day7,Delta,DTC,0.08993798225000002
15,RS_043_deltas,1,Day7,Delta,O,0.1060903425
15,RS_043_deltas,1,Day7,Delta,S,0.24861055391666667
15,RS_043_deltas,1,Day7,Delta,TC,0.15867257158333334
15,RS_043_deltas,1,Day7,Gamma,DTC,-0.03739716570833334
15,RS_043_deltas,1,Day7,Gamma,O,0.09629161479166666
15,RS_043_deltas,1,Day7,Gamma,S,-0.32529888854166666
15,RS_043_deltas,1,Day7,Gamma,TC,-0.18316243583333333
15,RS_043_deltas,1,Day7,Theta,DTC,0.0750666090833333
15,RS_043_deltas,1,Day7,Theta,O,0.07492209987499998
15,RS_043_deltas,1,Day7,Theta,S,0.22617378700000002
15,RS_043_deltas,1,Day7,Theta,TC,-0.16125775479166668
15,RS_043_deltas,1,Day7,Wholeband,DTC,0.08934562258333335
15,RS_043_deltas,1,Day7,Wholeband,O,0.014639629708333343
15,RS_043_deltas,1,Day7,Wholeband,S,0.2608419107083333
15,RS_043_deltas,1,Day7,Wholeband,TC,-0.11115816183333332
16,RS_044_deltas,1,Day7,Alpha,DTC,0.309539613
16,RS_044_deltas,1,Day7,Alpha,O,0.014458113
16,RS_044_deltas,1,Day7,Alpha,S,0.631265675
16,RS_044_deltas,1,Day7,Alpha,TC,0.113912018
16,RS_044_deltas,1,Day7,Beta,DTC,-0.1508878
16,RS_044_deltas,1,Day7,Beta,O,0.077993691
16,RS_044_deltas,1,Day7,Beta,S,-0.863203213
16,RS_044_deltas,1,Day7,Beta,TC,-0.413770463
16,RS_044_deltas,1,Day7,Delta,DTC,-0.586400224
16,RS_044_deltas,1,Day7,Delta,O,0.780557503
16,RS_044_deltas,1,Day7,Delta,S,-1.150974426
16,RS_044_deltas,1,Day7,Delta,TC,-0.564574202
16,RS_044_deltas,1,Day7,Gamma,DTC,-0.230470415
16,RS_044_deltas,1,Day7,Gamma,O,0.482148296
16,RS_044_deltas,1,Day7,Gamma,S,-2.069567778
16,RS_044_deltas,1,Day7,Gamma,TC,-1.151598581
16,RS_044_deltas,1,Day7,Theta,DTC,0.264494849
16,RS_044_deltas,1,Day7,Theta,O,-0.206193485
16,RS_044_deltas,1,Day7,Theta,S,0.577034308
16,RS_044_deltas,1,Day7,Theta,TC,-0.067902008
16,RS_044_deltas,1,Day7,Wholeband,DTC,-0.339226661
16,RS_044_deltas,1,Day7,Wholeband,O,0.520012029
16,RS_044_deltas,1,Day7,Wholeband,S,-0.639454134
16,RS_044_deltas,1,Day7,Wholeband,TC,0.078652929
17,RS_046_deltas,1,Day7,Alpha,DTC,0.11607127750000004
17,RS_046_deltas,1,Day7,Alpha,O,0.056021606416666696
17,RS_046_deltas,1,Day7,Alpha,S,0.3009631207916667
17,RS_046_deltas,1,Day7,Alpha,TC,-0.10806083387500001
17,RS_046_deltas,1,Day7,Beta,DTC,0.08784627504166671
17,RS_046_deltas,1,Day7,Beta,O,0.09339595854166667
17,RS_046_deltas,1,Day7,Beta,S,-0.048863160499999975
17,RS_046_deltas,1,Day7,Beta,TC,0.0027302252500000074
17,RS_046_deltas,1,Day7,Delta,DTC,0.08993798225000002
17,RS_046_deltas,1,Day7,Delta,O,0.1060903425
17,RS_046_deltas,1,Day7,Delta,S,0.24861055391666667
17,RS_046_deltas,1,Day7,Delta,TC,0.15867257158333334
17,RS_046_deltas,1,Day7,Gamma,DTC,-0.03739716570833334
17,RS_046_deltas,1,Day7,Gamma,O,0.09629161479166666
17,RS_046_deltas,1,Day7,Gamma,S,-0.32529888854166666
17,RS_046_deltas,1,Day7,Gamma,TC,-0.18316243583333333
17,RS_046_deltas,1,Day7,Theta,DTC,0.0750666090833333
17,RS_046_deltas,1,Day7,Theta,O,0.07492209987499998
17,RS_046_deltas,1,Day7,Theta,S,0.22617378700000002
17,RS_046_deltas,1,Day7,Theta,TC,-0.16125775479166668
17,RS_046_deltas,1,Day7,Wholeband,DTC,0.08934562258333335
17,RS_046_deltas,1,Day7,Wholeband,O,0.014639629708333343
17,RS_046_deltas,1,Day7,Wholeband,S,0.2608419107083333
17,RS_046_deltas,1,Day7,Wholeband,TC,-0.11115816183333332
18,RS_004_deltas,0,Day7,Alpha,DTC,-0.077313031
18,RS_004_deltas,0,Day7,Alpha,O,-0.05072631
18,RS_004_deltas,0,Day7,Alpha,S,-0.178364754
18,RS_004_deltas,0,Day7,Alpha,TC,0.397604816
18,RS_004_deltas,0,Day7,Beta,DTC,-0.08591851
18,RS_004_deltas,0,Day7,Beta,O,0.336703403
18,RS_004_deltas,0,Day7,Beta,S,0.370815217
18,RS_004_deltas,0,Day7,Beta,TC,0.259299576
18,RS_004_deltas,0,Day7,Delta,DTC,-0.099581995
18,RS_004_deltas,0,Day7,Delta,O,0.326898449
18,RS_004_deltas,0,Day7,Delta,S,-0.221178611
18,RS_004_deltas,0,Day7,Delta,TC,-0.121596616
18,RS_004_deltas,0,Day7,Gamma,DTC,-0.063962594
18,RS_004_deltas,0,Day7,Gamma,O,0.038221878
