,Max_Index,Max_Value
Alpha_o_1HCADSS_corr,274,0.6316598061866754
Alpha_s_1HCADSS_corr,360,0.3664155549191156
Beta_o_1HCADSS_corr,2654,0.6034586210539741
Beta_s_1HCADSS_corr,732,0.3856117572886206
Gamma_o_1HCADSS_corr,2654,0.6431835258624462
Gamma_s_1HCADSS_corr,615,0.5211139803539985
Theta_o_1HCADSS_corr,4932,0.6757505811557546
Theta_s_1HCADSS_corr,27,0.44309837504914634
