,Max_Index,Max_Value
Alpha_o_1HCADSS_corr,10290,0.649418572847698
Alpha_s_1HCADSS_corr,98,0.7140651243836496
Beta_o_1HCADSS_corr,20255,0.6718058966557636
Beta_s_1HCADSS_corr,25055,0.78679802696435
Gamma_o_1HCADSS_corr,976,0.5284876075274777
Gamma_s_1HCADSS_corr,18815,0.8106196979822952
Theta_o_1HCADSS_corr,1881,0.5421192427125815
Theta_s_1HCADSS_corr,25933,0.7086609504148572
