,Max_Index,Max_Value
Alpha_o_1HCADSS_corr,420,0.9523011251469538
Alpha_s_1HCADSS_corr,428,0.9278329790190516
Beta_o_1HCADSS_corr,425,0.9662390465122973
Beta_s_1HCADSS_corr,428,0.8372460402519
Gamma_o_1HCADSS_corr,1099,0.9454897127527241
Gamma_s_1HCADSS_corr,165,0.752569718050731
Theta_o_1HCADSS_corr,1097,0.9574676005834967
Theta_s_1HCADSS_corr,428,0.8662027939080171
