,Max_Index,Max_Value
Alpha_o_1HCADSS_corr,2477,0.48188302120231935
Alpha_s_1HCADSS_corr,35,0.49336488513334265
Beta_o_1HCADSS_corr,237,0.3897345948651243
Beta_s_1HCADSS_corr,47,0.3253556366209103
Gamma_o_1HCADSS_corr,4047,0.3414173042272683
Gamma_s_1HCADSS_corr,3458,0.443924868325212
Theta_o_1HCADSS_corr,710,0.42418472982660554
Theta_s_1HCADSS_corr,1396,0.32395649171355373
