,Max_Index,Max_Value
Alpha_o_1HCADSS_corr,831,0.9398538560331384
Alpha_s_1HCADSS_corr,170,0.8829104903126554
Beta_o_1HCADSS_corr,3257,0.9425713985545143
Beta_s_1HCADSS_corr,3010,0.9293545589131076
Gamma_o_1HCADSS_corr,11344,0.8395295254518645
Gamma_s_1HCADSS_corr,3010,0.8312889689321729
Theta_o_1HCADSS_corr,7218,0.9155662855455574
Theta_s_1HCADSS_corr,164,0.8391319847825435
