,0
Alpha_O_Day7_group0,0.2819256746045622
Alpha_S_Day7_group0,0.06841195545002293
Alpha_TC_Day7_group0,-0.11089161721077385
Beta_DTC_Day7_group0,-0.0713754207880997
Beta_O_Day7_group0,0.05020996762145049
Beta_S_Day7_group0,-0.056040669759100784
Beta_TC_Day7_group0,-0.040360390126715606
Delta_DTC_Day7_group0,-0.1508277570740635
Delta_O_Day7_group0,0.04708965826422702
Delta_S_Day7_group0,-0.1457345832137174
Delta_TC_Day7_group0,-0.13662809476505908
Gamma_DTC_Day7_group0,-0.0806081152473919
Gamma_O_Day7_group0,-0.06439331820681113
Gamma_S_Day7_group0,-0.09078343514230273
Gamma_TC_Day7_group0,-0.09995314857160253
Theta_DTC_Day7_group0,0.10906871551425955
Theta_O_Day7_group0,0.03877104545720095
Theta_S_Day7_group0,-0.06249612161969844
Theta_TC_Day7_group0,-0.09152314853926434
Wholeband_DTC_Day7_group0,0.11164882914338023
Wholeband_O_Day7_group0,-0.06372509043900235
Wholeband_S_Day7_group0,-0.0337119035222141
Wholeband_TC_Day7_group0,-0.0214449685948985
Alpha_O_Day7_group1,-0.23571600446095176
Alpha_S_Day7_group1,-0.2971358607818826
Alpha_TC_Day7_group1,0.008764846845323969
Beta_DTC_Day7_group1,-0.1685410606544816
Beta_O_Day7_group1,0.19883581626690985
Beta_S_Day7_group1,-0.05640325501993346
Beta_TC_Day7_group1,0.06239857234811116
Delta_DTC_Day7_group1,-0.0017334173835138922
Delta_O_Day7_group1,0.406457257597596
Delta_S_Day7_group1,0.10460965261256157
Delta_TC_Day7_group1,0.18841696803594105
Gamma_DTC_Day7_group1,0.01566291626153815
Gamma_O_Day7_group1,0.009261053312549382
Gamma_S_Day7_group1,0.12557361201602615
Gamma_TC_Day7_group1,0.20739267536970193
Theta_DTC_Day7_group1,0.12010083458268477
Theta_O_Day7_group1,0.11848726156838382
Theta_S_Day7_group1,-0.017151623763356605
Theta_TC_Day7_group1,0.29594496616723487
Wholeband_DTC_Day7_group1,0.035147238379367854
Wholeband_O_Day7_group1,-0.0864342035549767
Wholeband_S_Day7_group1,-0.07949924322764634
Wholeband_TC_Day7_group1,-0.0044176915385575975
